Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
HQ t0	HQ t0	HQ t1	HQ t1	HQ t2	HQ t2	HQ t3	HQ t3	HQ t4	HQ t4	HQ t5	HQ t5	HQ t6	HQ t6	HQ t7	HQ t7	HQ t8	HQ t8	HQ t9	HQ t9	HQ t10	HQ t10	HQ t11	HQ t11	HQ Au	HQ Au
293.8377	0.966842	293.794	0.288397	293.712	0.267357	293.7042	0.318768	293.6839	0.385302	293.6597	0.367465	293.6479	0.596257	293.6252	0.34312	293.6397	0.208938	293.606	0.302257	293.5879	0.269809	273.606	0.23514	273.6342	0.280802
294.806	0.979329	294.7493	0.289632	294.6909	0.267359	294.6672	0.319466	294.664	0.391528	294.6664	0.372246	294.6309	0.602572	294.6069	0.350492	294.6318	0.210007	294.5965	0.305178	294.5801	0.274042	274.6161	0.241702	274.652	0.283027
295.77	0.993067	295.7532	0.294315	295.6894	0.272784	295.653	0.3203	295.6608	0.401165	295.6831	0.380192	295.5959	0.612744	295.5903	0.357897	295.6238	0.213102	295.5977	0.312335	295.577	0.279232	275.61	0.246629	275.6424	0.283268
296.7618	1.007412	296.7408	0.300036	296.7166	0.278546	296.6672	0.327188	296.6837	0.410181	296.6961	0.388906	296.6304	0.62421	296.576	0.365442	296.5907	0.217855	296.5859	0.317973	296.5776	0.285569	276.6162	0.252389	276.6558	0.285021
297.772	1.023029	297.7364	0.305312	297.7156	0.276618	297.667	0.325049	297.6855	0.416366	297.7007	0.395374	297.6042	0.634361	297.5855	0.370655	297.6177	0.223846	297.5817	0.324546	297.591	0.290334	277.6234	0.258097	277.6534	0.288609
298.7685	1.040121	298.7866	0.312492	298.7277	0.280308	298.6913	0.329892	298.6835	0.42468	298.6927	0.403986	298.6196	0.647077	298.5815	0.377185	298.6158	0.228429	298.5868	0.331989	298.6008	0.295332	278.6455	0.263034	278.6442	0.291629
299.7925	1.056572	299.7755	0.318278	299.743	0.281255	299.7088	0.331265	299.6913	0.433452	299.6923	0.41212	299.6424	0.657838	299.5969	0.384706	299.6111	0.229996	299.606	0.338197	299.5963	0.301585	279.6321	0.268715	279.6572	0.295468
300.8017	1.073164	300.7845	0.323138	300.7262	0.284819	300.7091	0.332509	300.6761	0.442856	300.6771	0.421114	300.6376	0.668812	300.6015	0.391449	300.6327	0.23046	300.608	0.345449	300.5894	0.308144	280.6425	0.274479	280.6319	0.29826
301.8039	1.089392	301.7904	0.327091	301.7366	0.290596	301.7118	0.338929	301.6697	0.453927	301.6526	0.431163	301.6482	0.681868	301.5982	0.400287	301.6295	0.231164	301.6026	0.353657	301.5952	0.313599	281.6331	0.279418	281.6204	0.300214
302.8343	1.106707	302.7813	0.330392	302.7319	0.293681	302.7216	0.342219	302.6874	0.462914	302.6691	0.440165	302.6598	0.696466	302.6126	0.408242	302.6472	0.233465	302.6144	0.363045	302.6039	0.3208	282.6069	0.285719	282.6291	0.301882
303.8589	1.125685	303.8187	0.334185	303.7496	0.297285	303.7444	0.348304	303.7353	0.471078	303.6848	0.448772	303.696	0.711249	303.6479	0.417061	303.6751	0.237244	303.6315	0.371939	303.608	0.327827	283.6147	0.292239	283.6111	0.302727
304.8534	1.142731	304.8294	0.336209	304.7782	0.300339	304.7587	0.347943	304.7523	0.476185	304.6856	0.45412	304.698	0.722926	304.6689	0.426135	304.7019	0.239737	304.6525	0.378891	304.6113	0.333683	284.613	0.299245	284.6313	0.30429
305.8657	1.159046	305.8168	0.338815	305.7727	0.302868	305.7549	0.346118	305.7648	0.482822	305.6924	0.460024	305.69	0.734032	305.6837	0.434851	305.7002	0.24257	305.666	0.386386	305.6331	0.341707	285.5863	0.306245	285.6317	0.305285
306.8758	1.174755	306.819	0.343133	306.7947	0.305347	306.7664	0.348514	306.7553	0.491704	306.6751	0.468241	306.6718	0.745159	306.691	0.445793	306.6904	0.245422	306.6746	0.393153	306.6376	0.350433	286.5899	0.312596	286.6219	0.306265
307.8487	1.18769	307.7962	0.346215	307.7709	0.307681	307.737	0.346218	307.7227	0.497472	307.6559	0.474652	307.6412	0.752594	307.6442	0.453342	307.6895	0.248279	307.6433	0.398868	307.6245	0.356587	287.5912	0.320263	287.627	0.309061
308.8347	1.202487	308.7753	0.35336	308.7461	0.309885	308.7205	0.351817	308.7083	0.507697	308.6658	0.483964	308.6065	0.765241	308.6427	0.46121	308.6681	0.253324	308.6223	0.40705	308.6576	0.365311	288.5765	0.327057	288.6267	0.311426
309.8204	1.220372	309.7714	0.360504	309.7337	0.312093	309.7184	0.357066	309.7095	0.518345	309.6861	0.49423	309.6102	0.778932	309.6421	0.469191	309.6537	0.258428	309.6229	0.414917	309.6336	0.372514	289.6133	0.335771	289.6345	0.31482
310.7979	1.237716	310.7602	0.36598	310.6981	0.316334	310.7068	0.357486	310.7025	0.526028	310.6689	0.501323	310.598	0.789509	310.6281	0.474485	310.6501	0.263003	310.6042	0.422467	310.6241	0.378364	290.6292	0.345027	290.6414	0.319232
311.7941	1.256842	311.7624	0.372874	311.6959	0.32068	311.7009	0.362729	311.6992	0.538697	311.6711	0.512124	311.6057	0.805102	311.6432	0.483851	311.6459	0.267727	311.6151	0.431784	311.6378	0.386686	291.6141	0.351794	291.6427	0.321396
312.7945	1.277397	312.7664	0.37769	312.674	0.326097	312.7044	0.366215	312.7015	0.549787	312.6696	0.523519	312.6342	0.819932	312.6185	0.493045	312.6542	0.271383	312.6226	0.441437	312.6038	0.393751	292.6254	0.35874	292.637	0.322695
313.8073	1.296573	313.7814	0.38358	313.6822	0.331599	313.6971	0.370856	313.689	0.559693	313.6357	0.53317	313.625	0.834485	313.6038	0.501184	313.6514	0.273505	313.6228	0.450639	313.6055	0.401855	293.6445	0.364867	293.6489	0.323691
314.8134	1.316904	314.7881	0.391844	314.6953	0.337381	314.6924	0.377944	314.7059	0.571628	314.6487	0.545072	314.63	0.850486	314.6015	0.511972	314.638	0.278277	314.6263	0.46134	314.6087	0.411182	294.63	0.369527	294.637	0.323481
315.8219	1.336705	315.7954	0.398215	315.6939	0.341921	315.7081	0.380991	315.6789	0.581684	315.644	0.55418	315.6247	0.865992	315.5999	0.521451	315.617	0.282031	315.6203	0.472177	315.6136	0.420448	295.6483	0.376929	295.6297	0.326719
316.8655	1.356017	316.8009	0.404149	316.7099	0.344975	316.72	0.384343	316.6877	0.591501	316.6566	0.563884	316.6254	0.88057	316.6195	0.532722	316.6049	0.286515	316.6315	0.48284	316.6412	0.429711	296.66	0.38567	296.6517	0.330761
317.8384	1.373757	317.7964	0.407639	317.7004	0.346882	317.7306	0.383714	317.6996	0.599997	317.676	0.57183	317.6206	0.894183	317.6377	0.544805	317.595	0.291412	317.6173	0.491917	317.6422	0.438192	297.6438	0.393838	297.6403	0.333575
318.8142	1.391925	318.7983	0.409377	318.6762	0.349712	318.7411	0.382298	318.6985	0.608889	318.6794	0.5812	318.615	0.907724	318.6404	0.554919	318.6068	0.295253	318.612	0.500761	318.6308	0.447149	298.6582	0.403483	298.6407	0.3385
319.8006	1.409373	319.7837	0.412309	319.6813	0.353631	319.728	0.385489	319.7121	0.619604	319.6855	0.591849	319.6343	0.921704	319.6381	0.565337	319.6111	0.300771	319.622	0.510449	319.6147	0.457183	299.6682	0.41238	299.6302	0.342764
320.7625	1.425033	320.7794	0.416978	320.6737	0.357627	320.697	0.385495	320.6951	0.629901	320.6661	0.601546	320.6195	0.934626	320.6298	0.574196	320.6197	0.305268	320.6086	0.519555	320.5941	0.466064	300.6589	0.420816	300.6133	0.348441
321.7924	1.442803	321.7796	0.426325	321.6783	0.36236	321.693	0.3892	321.681	0.642711	321.6566	0.613996	321.627	0.94944	321.6168	0.583264	321.6166	0.311395	321.6083	0.53082	321.6035	0.475424	301.6683	0.429996	301.6154	0.354895
322.8068	1.46169	322.7693	0.434234	322.7029	0.369006	322.6919	0.395186	322.669	0.659241	322.6448	0.628747	322.6433	0.96822	322.6274	0.59475	322.6351	0.317702	322.6143	0.544467	322.6265	0.486245	302.6661	0.439113	302.6218	0.359374
323.8208	1.481169	323.7614	0.442129	323.7098	0.375665	323.7081	0.398696	323.6803	0.671501	323.6266	0.641563	323.6287	0.983548	323.6163	0.604227	323.6423	0.323038	323.6157	0.555424	323.6258	0.494169	303.6605	0.44841	303.652	0.361566
324.8184	1.501946	324.7378	0.45036	324.7353	0.38273	324.7383	0.406032	324.6895	0.68547	324.6122	0.654165	324.6204	1.001387	324.601	0.616003	324.6315	0.328988	324.604	0.567419	324.6215	0.50399	304.6655	0.455603	304.6628	0.360018
325.8286	1.52277	325.7323	0.458632	325.744	0.390803	325.7392	0.413569	325.6926	0.699916	325.6362	0.668279	325.6298	1.019423	325.6165	0.628315	325.6347	0.334789	325.6299	0.580049	325.6128	0.515326	305.6373	0.463804	305.6686	0.358643
326.8232	1.54236	326.7323	0.467457	326.7408	0.395596	326.7275	0.417835	326.6891	0.709229	326.6411	0.677172	326.6111	1.03435	326.6139	0.638855	326.6074	0.339506	326.6338	0.590002	326.6016	0.525146	306.6301	0.472738	306.6759	0.357761
327.8373	1.563538	327.7199	0.476888	327.7367	0.401412	327.7213	0.42363	327.6811	0.722247	327.6674	0.688474	327.611	1.052192	327.6309	0.653667	327.6118	0.345571	327.6353	0.603876	327.5996	0.537278	307.627	0.480293	307.6628	0.357151
328.8584	1.585476	328.7578	0.483933	328.7375	0.407079	328.7146	0.428404	328.6888	0.735308	328.6707	0.701052	328.6329	1.071941	328.6657	0.668764	328.6323	0.353	328.6375	0.617416	328.5891	0.547934	308.6123	0.491243	308.6503	0.359281
329.8497	1.607095	329.7724	0.486332	329.7361	0.411603	329.6991	0.431473	329.692	0.746279	329.6576	0.711713	329.6332	1.08899	329.664	0.68201	329.639	0.359391	329.6349	0.629518	329.5756	0.559101	309.6408	0.501795	309.6404	0.362306
330.8607	1.628008	330.7729	0.491111	330.7478	0.416436	330.7073	0.433905	330.6964	0.758326	330.6637	0.724239	330.6535	1.106788	330.6462	0.696497	330.6348	0.367037	330.619	0.642243	330.5533	0.571145	310.6379	0.511018	310.6251	0.364287
331.8283	1.646689	331.8115	0.496559	331.7457	0.420457	331.6947	0.435816	331.6783	0.769437	331.6481	0.736	331.62	1.123062	331.6361	0.707545	331.6293	0.374297	331.62	0.652801	331.5438	0.582934	311.6216	0.523055	311.6172	0.368951
332.8276	1.664711	332.7903	0.503621	332.7404	0.425957	332.6699	0.437957	332.6561	0.782379	332.6582	0.74864	332.6123	1.138777	332.6123	0.71816	332.6206	0.381238	332.6262	0.664936	332.5582	0.595827	312.6216	0.534698	312.6192	0.374218
333.819	1.682955	333.7881	0.511545	333.727	0.433852	333.6821	0.441828	333.6443	0.797095	333.6501	0.763474	333.6025	1.156649	333.5858	0.730241	333.6052	0.387726	333.6099	0.67821	333.563	0.607938	313.6029	0.546293	313.6184	0.378984
334.8203	1.702464	334.7832	0.520665	334.7195	0.442265	334.6894	0.448187	334.6404	0.81225	334.6405	0.778992	334.5751	1.174229	334.5664	0.742059	334.6116	0.396134	334.621	0.692649	334.567	0.61903	314.5966	0.55907	314.6094	0.385364
335.8365	1.723341	335.7577	0.530556	335.7049	0.452123	335.7073	0.456243	335.6599	0.829852	335.651	0.796986	335.6177	1.195562	335.5616	0.756274	335.5907	0.403955	335.6048	0.708275	335.577	0.631046	315.628	0.570252	315.6263	0.389979
336.8264	1.744511	336.7302	0.539524	336.688	0.459739	336.7288	0.462568	336.6616	0.843084	336.6643	0.811076	336.6007	1.213371	336.5516	0.768916	336.5856	0.409869	336.5912	0.721812	336.561	0.642464	316.6456	0.580683	316.6233	0.394399
337.8142	1.765644	337.7057	0.551977	337.694	0.466263	337.7258	0.468831	337.6663	0.85822	337.6635	0.824925	337.5842	1.23141	337.5677	0.783816	337.5994	0.417741	337.5761	0.734592	337.5633	0.655387	317.6476	0.589894	317.6342	0.396313
338.7966	1.786167	338.7095	0.563768	338.6887	0.476203	338.7155	0.47568	338.6765	0.876914	338.6719	0.841794	338.593	1.252557	338.5954	0.801144	338.6088	0.424189	338.5798	0.75006	338.5797	0.669501	318.6417	0.599448	318.6393	0.397843
339.7946	1.80535	339.7214	0.572791	339.7054	0.483849	339.6895	0.481875	339.6696	0.890381	339.6425	0.854661	339.5642	1.27087	339.6139	0.815725	339.6238	0.430801	339.5735	0.76412	339.5754	0.681638	319.627	0.610073	319.62	0.400656
340.7945	1.826894	340.7255	0.583843	340.7129	0.492999	340.6805	0.488563	340.6636	0.90658	340.6275	0.870351	340.5475	1.293293	340.6104	0.833909	340.6205	0.439978	340.5546	0.786036	340.5716	0.696098	320.6123	0.620591	320.6112	0.402282
341.8123	1.850604	341.7648	0.594223	341.7148	0.501545	341.6892	0.493733	341.6547	0.922181	341.644	0.886377	341.566	1.317918	341.634	0.850482	341.6233	0.449978	341.5631	0.803581	341.5676	0.711305	321.6152	0.632976	321.6044	0.406965
342.8272	1.873811	342.7677	0.601705	342.7101	0.507295	342.6816	0.497502	342.6331	0.934896	342.6462	0.898969	342.5793	1.337786	342.6345	0.864684	342.6153	0.458767	342.5559	0.817193	342.543	0.726719	322.6458	0.647049	322.6142	0.41406
343.8182	1.897064	343.753	0.610172	343.7065	0.51398	343.715	0.498981	343.637	0.950657	343.666	0.914291	343.58	1.357969	343.6215	0.882136	343.6024	0.467065	343.5619	0.838617	343.5369	0.743323	323.6201	0.65727	323.6241	0.418568
344.8224	1.918525	344.764	0.620686	344.7112	0.520982	344.7123	0.502121	344.6423	0.967606	344.6581	0.929248	344.6047	1.376759	344.6287	0.898398	344.5898	0.475561	344.5889	0.847725	344.541	0.758873	324.6237	0.669795	324.631	0.425096
345.7912	1.93657	345.7328	0.630451	345.6949	0.528134	345.6901	0.506423	345.6548	0.98286	345.6498	0.945236	345.624	1.394023	345.6076	0.913781	345.5842	0.48419	345.5865	0.841952	345.5327	0.772564	325.6242	0.683707	325.6344	0.432803
346.7759	1.956232	346.7234	0.642076	346.6975	0.537335	346.6944	0.513585	346.6612	0.999951	346.6286	0.962633	346.6197	1.415152	346.6111	0.929631	346.5647	0.495924	346.5703	0.860308	346.535	0.787493	326.6003	0.694436	326.6429	0.437943
347.7744	1.978464	347.7349	0.656146	347.6898	0.546365	347.6896	0.521298	347.6492	1.015652	347.6067	0.978564	347.6448	1.43579	347.6027	0.945393	347.5775	0.509504	347.5779	0.876831	347.5447	0.803019	327.6263	0.70946	327.6423	0.445153
348.7818	1.999323	348.7325	0.669729	348.708	0.556107	348.6934	0.529226	348.6622	1.032735	348.6145	0.997371	348.658	1.458189	348.6089	0.961489	348.6008	0.521967	348.5918	0.895083	348.5651	0.819101	328.6375	0.724504	328.6585	0.451957
349.8229	2.021491	349.7263	0.682489	349.7045	0.56689	349.7038	0.53799	349.655	1.051398	349.6192	1.013179	349.6326	1.479822	349.6133	0.978319	349.62	0.532084	349.5742	0.932876	349.5791	0.836125	329.6197	0.737166	329.6442	0.456539
350.8221	2.042902	350.7388	0.695908	350.7076	0.577264	350.7007	0.544979	350.6633	1.069104	350.6377	1.029126	350.6108	1.500888	350.62	0.996616	350.6355	0.541045	350.5883	0.949534	350.5837	0.853301	330.6411	0.751963	330.6449	0.460904
351.8256	2.064139	351.7526	0.709764	351.708	0.591298	351.6869	0.555716	351.677	1.09038	351.6778	1.050155	351.5918	1.526454	351.6407	1.015165	351.6702	0.550223	351.5853	0.953321	351.5822	0.871463	331.6387	0.765208	331.6301	0.465134
352.8421	2.087093	352.7745	0.721279	352.6982	0.602872	352.6958	0.565729	352.6534	1.107791	352.6794	1.066509	352.5904	1.55084	352.6317	1.031782	352.6618	0.560662	352.5801	0.971711	352.5739	0.889193	332.6112	0.778452	332.601	0.469748
353.8148	2.110651	353.7854	0.734643	353.7156	0.614329	353.7086	0.573555	353.6606	1.12536	353.6606	1.085955	353.59	1.576404	353.6364	1.049874	353.6498	0.571817	353.6233	0.993044	353.5841	0.908274	333.6164	0.793049	333.6161	0.475534
354.8601	2.13567	354.7869	0.749493	354.7302	0.625709	354.725	0.581347	354.667	1.144198	354.6735	1.106846	354.6289	1.604008	354.6396	1.071009	354.6685	0.584912	354.6557	1.013968	354.6151	0.927937	334.6012	0.807895	334.5991	0.483197
355.891	2.154765	355.8108	0.760403	355.7549	0.633331	355.7181	0.585867	355.6837	1.159239	355.6653	1.120751	355.6264	1.624757	355.6408	1.089213	355.6281	0.596013	355.6647	1.039629	355.6279	0.943877	335.5914	0.824182	335.623	0.491812
356.8741	2.175943	356.7902	0.77376	356.749	0.644303	356.7042	0.591203	356.7184	1.177553	356.6537	1.140024	356.6243	1.645185	356.6475	1.110509	356.6045	0.607438	356.6469	1.05808	356.6167	0.961975	336.5937	0.837979	336.6126	0.500382
357.8904	2.195398	357.7969	0.788116	357.7659	0.655489	357.7187	0.599406	357.7303	1.194414	357.6719	1.157312	357.6266	1.665567	357.6538	1.131422	357.6007	0.621373	357.6269	1.07378	357.6223	0.979279	337.5883	0.854558	337.6051	0.507477
358.8555	2.214421	358.8105	0.802873	358.7568	0.666202	358.6979	0.606635	358.7245	1.209598	358.6593	1.171999	358.5936	1.683289	358.6534	1.146997	358.5767	0.633678	358.5833	1.088562	358.6022	0.993858	338.5896	0.873116	338.5933	0.51566
359.8331	2.240163	359.7926	0.820866	359.7149	0.679025	359.7134	0.617114	359.69	1.229062	359.6515	1.193428	359.5945	1.706662	359.6466	1.165917	359.582	0.649443	359.5728	1.10477	359.5869	1.01339	339.5765	0.888539	339.5748	0.5219
360.8223	2.262922	360.8211	0.83929	360.7086	0.692127	360.7179	0.627259	360.6661	1.248442	360.6559	1.211757	360.6006	1.731563	360.658	1.185167	360.6048	0.664772	360.5754	1.121329	360.5936	1.032484	340.5868	0.906953	340.5824	0.528027
361.8168	2.286464	361.8223	0.85723	361.6844	0.705631	361.6969	0.63634	361.6468	1.26929	361.6442	1.232101	361.6136	1.755953	361.6525	1.204003	361.6054	0.679062	361.5745	1.136686	361.5697	1.050952	341.6075	0.923421	341.5848	0.536089
362.8202	2.310934	362.8084	0.87367	362.6786	0.722043	362.7027	0.648661	362.6481	1.292788	362.6264	1.254935	362.6284	1.783973	362.6312	1.225136	362.6086	0.693611	362.5826	1.153811	362.5521	1.072152	342.6003	0.936531	342.6097	0.541215
363.8069	2.332672	363.7921	0.890794	363.703	0.736485	363.6985	0.660354	363.6565	1.312691	363.6473	1.27397	363.64	1.809317	363.6197	1.245107	363.6082	0.706802	363.58	1.177003	363.5471	1.093211	343.6089	0.952428	343.6089	0.547043
364.8032	2.352403	364.7873	0.908352	364.7116	0.75146	364.709	0.670637	364.6471	1.332231	364.6433	1.295609	364.6235	1.833957	364.6091	1.264737	364.6041	0.72122	364.5841	1.194654	364.5517	1.114238	344.6082	0.968693	344.6015	0.55301
365.8052	2.373146	365.7972	0.923455	365.7168	0.765481	365.6929	0.683635	365.645	1.351998	365.6519	1.316998	365.6048	1.859642	365.5966	1.285248	365.5997	0.736469	365.5906	1.218335	365.5513	1.136831	345.5797	0.983739	345.5715	0.559522
366.7942	2.394854	366.8082	0.938287	366.7299	0.77845	366.7014	0.693699	366.6561	1.370751	366.6725	1.337053	366.6086	1.883291	366.6054	1.307706	366.6146	0.752076	366.5819	1.240319	366.5683	1.160178	346.5805	1.002172	346.5451	0.567982
367.8275	2.415845	367.8312	0.955185	367.7264	0.793723	367.7066	0.704776	367.6671	1.392624	367.6584	1.360016	367.6072	1.909418	367.6209	1.334466	367.6062	0.769774	367.5939	1.26645	367.5895	1.183983	347.5916	1.021189	347.5578	0.577197
368.8301	2.439077	368.8192	0.970581	368.7298	0.806902	368.6999	0.715534	368.6697	1.412044	368.6732	1.378872	368.601	1.932699	368.623	1.357387	368.6051	0.786769	368.6123	1.368338	368.5886	1.206117	348.5983	1.041072	348.5749	0.587627
369.8338	2.463721	369.8013	0.988505	369.7401	0.822863	369.7099	0.725532	369.6745	1.431869	369.6605	1.398303	369.5988	1.956514	369.6216	1.380062	369.6022	0.805709	369.6035	1.388313	369.5658	1.22817	349.6186	1.061617	349.5887	0.596881
370.8486	2.486058	370.7816	1.009773	370.7308	0.839185	370.7088	0.738289	370.6494	1.454464	370.6441	1.421137	370.5908	1.982265	370.6321	1.403757	370.6037	0.826512	370.6223	1.412146	370.567	1.250955	350.6409	1.080729	350.5794	0.606957
371.8524	2.508592	371.7668	1.028546	371.7361	0.856171	371.7043	0.748061	371.64	1.473223	371.6188	1.439857	371.5768	2.004177	371.6045	1.420722	371.6171	0.843974	371.6234	1.426896	371.5659	1.269962	351.6523	1.101221	351.5783	0.618291
372.8529	2.532296	372.7779	1.047519	372.7284	0.87599	372.7093	0.763707	372.6501	1.499508	372.6138	1.46541	372.5721	2.031065	372.6112	1.44287	372.6182	0.860676	372.6148	1.393675	372.5596	1.292364	352.6452	1.119532	352.5851	0.628525
373.8711	2.554189	373.7832	1.068348	373.723	0.897099	373.7043	0.779898	373.6664	1.525734	373.611	1.492398	373.5701	2.058343	373.6194	1.467382	373.6332	0.881038	373.6344	1.428701	373.6009	1.317983	353.6461	1.139489	353.593	0.64085
374.8841	2.575429	374.7755	1.088315	374.7095	0.91572	374.7007	0.794384	374.679	1.546863	374.6262	1.515326	374.5555	2.081223	374.6036	1.488281	374.6176	0.898035	374.628	1.460677	374.6036	1.340424	354.6512	1.162089	354.6386	0.652735
375.8684	2.599532	375.7721	1.111114	375.7074	0.935862	375.6956	0.81143	375.7025	1.571844	375.6422	1.542081	375.5588	2.108891	375.6044	1.51331	375.6021	0.919764	375.6177	1.493189	375.6098	1.367166	355.6402	1.180386	355.6438	0.663155
376.8674	2.623359	376.7653	1.13558	376.7122	0.955065	376.6872	0.826238	376.7134	1.593072	376.6459	1.565245	376.5718	2.134466	376.5855	1.539015	376.6095	0.941968	376.621	1.508229	376.6051	1.393739	356.6497	1.200468	356.6429	0.674143
377.8361	2.646706	377.7727	1.158265	377.7217	0.973021	377.6791	0.839765	377.6813	1.612643	377.6509	1.586347	377.5813	2.158749	377.5717	1.563238	377.5925	0.961511	377.6184	1.526051	377.6036	1.417246	357.6433	1.221228	357.6423	0.684562
378.8285	2.671099	378.8026	1.180618	378.721	0.995625	378.6897	0.856508	378.6891	1.636889	378.646	1.610765	378.5862	2.185272	378.5761	1.591195	378.5919	0.98465	378.628	1.550788	378.5956	1.443172	358.6168	1.239644	358.6132	0.694591
379.8439	2.693965	379.8014	1.199944	379.7431	1.015352	379.7025	0.872173	379.6665	1.659956	379.6472	1.634148	379.5996	2.212665	379.6078	1.61889	379.5984	1.005601	379.6315	1.582529	379.5876	1.46961	359.6379	1.262628	359.612	0.707278
380.8662	2.716499	380.816	1.221155	380.743	1.036102	380.7275	0.886495	380.6641	1.683143	380.6707	1.658435	380.6049	2.238508	380.6246	1.645551	380.595	1.029832	380.6335	1.600081	380.5942	1.497939	360.6426	1.286203	360.6057	0.720252
381.8909	2.737949	381.8039	1.242599	381.7387	1.056449	381.7334	0.901157	381.6749	1.706682	381.6739	1.681733	381.5967	2.264467	381.6413	1.671049	381.6094	1.05214	381.6232	1.627628	381.5914	1.52518	361.6593	1.307853	361.6135	0.733129
382.8914	2.75781	382.787	1.26426	382.7456	1.076384	382.7135	0.915946	382.6774	1.730784	382.6714	1.705028	382.5943	2.287407	382.6343	1.694115	382.6119	1.073641	382.6167	1.671128	382.5887	1.553312	362.6555	1.330291	362.6238	0.748771
383.8615	2.777851	383.7674	1.289022	383.7386	1.099756	383.7029	0.934186	383.687	1.757154	383.6622	1.730575	383.5859	2.310894	383.6147	1.718749	383.5971	1.095245	383.6055	1.692695	383.5818	1.581001	363.6313	1.351583	363.6236	0.763534
384.8283	2.797832	384.7498	1.312699	384.7284	1.122785	384.6965	0.952328	384.6992	1.78067	384.6281	1.754563	384.5668	2.33339	384.5948	1.742172	384.5839	1.119255	384.5963	1.721835	384.589	1.606201	364.6184	1.374237	364.632	0.778386
385.8103	2.820005	385.7491	1.338402	385.7244	1.147678	385.6945	0.973704	385.6994	1.807475	385.6306	1.78104	385.5772	2.358428	385.5793	1.767704	385.5708	1.142955	385.6	1.756861	385.5892	1.634106	365.6074	1.397788	365.61	0.793106
386.8221	2.844784	386.757	1.366914	386.7516	1.173898	386.7026	0.995028	386.6986	1.835615	386.6299	1.810118	386.5838	2.388885	386.5899	1.797506	386.5607	1.170355	386.6245	1.775126	386.6037	1.664463	366.6151	1.422089	366.6002	0.805689
387.8289	2.868117	387.7723	1.395242	387.7232	1.196806	387.7139	1.013956	387.6906	1.858656	387.6259	1.833142	387.5815	2.414029	387.5924	1.824116	387.5744	1.197331	387.6298	1.805122	387.6049	1.691622	367.6258	1.448378	367.6119	0.819822
388.8546	2.89362	388.7947	1.424506	388.7339	1.223274	388.689	1.035302	388.678	1.886567	388.6111	1.86084	388.5883	2.443921	388.6025	1.853989	388.5936	1.221553	388.6179	1.841208	388.5971	1.719757	368.6208	1.470714	368.5935	0.832928
389.8694	2.91826	389.8048	1.453442	389.7224	1.249885	389.7015	1.056891	389.6836	1.914484	389.6244	1.888726	389.5872	2.475415	389.6185	1.883974	389.5879	1.247823	389.6199	1.869778	389.575	1.749981	369.6307	1.493279	369.6039	0.847559
390.8711	2.941125	390.8039	1.480314	390.6908	1.274213	390.6957	1.076443	390.6505	1.936638	390.628	1.91204	390.5926	2.500889	390.5921	1.910394	390.5975	1.272614	390.5858	1.877839	390.5591	1.777876	370.6325	1.518263	370.6189	0.864453
391.8998	2.965611	391.8159	1.508391	391.7162	1.301441	391.6984	1.097847	391.652	1.965665	391.6335	1.941319	391.5895	2.530155	391.594	1.940522	391.6021	1.301465	391.5851	1.919822	391.5624	1.811056	371.6182	1.539553	371.5976	0.879235
392.9142	2.987603	392.8104	1.535883	392.7188	1.328138	392.7254	1.119203	392.6522	1.995696	392.6584	1.970496	392.5972	2.558233	392.6079	1.970449	392.5904	1.332106	392.6044	1.960174	392.5672	1.85108	372.6157	1.565123	372.6129	0.898566
