WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)	
Ru Adsorbido con HQ 5mM.teq4_2col	Ru Adsorbido con HQ 5mM.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col
						-363.4588	-6.642694
						-362.4616	-6.633344
						-361.4414	-6.624782
						-360.4389	-6.616585
						-359.4592	-6.605914
						-358.4712	-6.592995
						-357.478	-6.579492
						-356.4943	-6.570751
						-355.4865	-6.56185
						-354.5003	-6.550685
						-353.5075	-6.540688
						-352.5093	-6.52578
						-351.5185	-6.515061
						-350.5175	-6.50367
						-349.5271	-6.489625
						-348.5292	-6.476138
						-347.511	-6.460162
						-346.5021	-6.450729
						-345.5062	-6.440072
						-344.5016	-6.427999
						-343.5029	-6.414092
						-342.4891	-6.398289
						-341.4885	-6.384981
						-340.4907	-6.371208
						-339.4977	-6.357555
						-338.5	-6.341266
						-337.4828	-6.325229
						-336.47	-6.30969
						-335.4548	-6.296868
						-334.4796	-6.279593
						-333.4927	-6.263979
						-332.503	-6.249046
						-331.5224	-6.231962
						-330.5291	-6.219014
						-329.5239	-6.200994
						-328.5312	-6.184599
						-327.5574	-6.169962
						-326.5432	-6.151186
						-325.551	-6.132139
						-324.554	-6.1113
						-323.5446	-6.08875
						-322.5487	-6.071876
						-321.5479	-6.055419
						-320.5331	-6.036647
						-319.5076	-6.01377
						-318.5031	-5.988319
						-317.4877	-5.96828
						-316.5138	-5.946373
						-315.5106	-5.925338
						-314.511	-5.903581
						-313.506	-5.878608
						-312.478	-5.854656
						-311.4735	-5.832568
						-310.4526	-5.807677
						-309.4423	-5.781367
						-308.4491	-5.757671
						-307.4735	-5.734143
						-306.4841	-5.712798
						-305.4982	-5.686783
						-304.4957	-5.66224
						-303.5001	-5.635868
						-302.528	-5.60768
						-301.5307	-5.584367
						-300.5414	-5.556959
						-299.5243	-5.525986
						-298.4996	-5.497037
						-297.5102	-5.467941
						-296.5144	-5.437404
						-295.511	-5.411123
						-294.505	-5.383423
						-293.5033	-5.354528
						-292.4968	-5.324989
						-291.5152	-5.294162
						-290.5359	-5.262722
						-289.5487	-5.228134
						-288.5577	-5.196661
						-287.5542	-5.16555
						-286.5465	-5.130328
						-285.5316	-5.098313
						-284.5422	-5.0681
						-283.5314	-5.036437
						-282.55	-5.007904
						-281.5845	-4.980715
						-280.5673	-4.945494
						-279.577	-4.911014
						-278.5616	-4.880606
						-277.5387	-4.847418
						-276.5557	-4.812151
						-275.5446	-4.780979
						-274.5557	-4.746093
						-273.5496	-4.708942
						-272.5381	-4.682408
						-271.5475	-4.651696
						-270.5387	-4.619612
						-269.5352	-4.589668
						-268.5378	-4.556895
						-267.5612	-4.521916
						-266.562	-4.493598
						-265.5596	-4.464457
						-264.5679	-4.434742
						-263.5597	-4.410895
						-262.5758	-4.380159
						-261.5831	-4.351191
						-260.5781	-4.319972
						-259.5575	-4.288023
						-258.55	-4.26218
						-257.5557	-4.233555
						-256.5377	-4.205106
						-255.5381	-4.178985
						-254.5285	-4.151662
						-253.5195	-4.129417
						-252.5275	-4.112717
						-251.531	-4.087678
						-250.529	-4.064119
						-249.5193	-4.044241
						-248.526	-4.021378
						-247.5229	-3.999711
						-246.5124	-3.974046
						-245.521	-3.947617
						-244.5183	-3.929835
						-243.5194	-3.915853
						-242.5313	-3.901694
						-241.5457	-3.881471
						-240.555	-3.858095
						-239.5379	-3.842851
						-238.5384	-3.826004
						-237.5386	-3.811474
						-236.5197	-3.79545
						-235.5368	-3.770377
						-234.5242	-3.757413
						-233.5034	-3.746159
						-232.5011	-3.731446
						-231.5078	-3.721495
						-230.525	-3.707098
						-229.5536	-3.695814
						-228.582	-3.686102
						-227.5868	-3.673794
						-226.6059	-3.661285
						-225.5945	-3.647523
						-224.5773	-3.637388
						-223.5809	-3.626929
						-222.5768	-3.608147
						-221.5672	-3.593185
						-220.5666	-3.578608
						-219.5597	-3.56836
						-218.5507	-3.561718
						-217.5573	-3.548666
						-216.5554	-3.533618
						-215.5359	-3.522134
						-214.5176	-3.512325
						-213.512	-3.505612
						-212.5023	-3.493481
						-211.5155	-3.479836
						-210.5117	-3.470407
						-209.5146	-3.458544
						-208.5065	-3.453709
						-207.4975	-3.444299
						-206.4824	-3.434201
						-205.475	-3.432249
						-204.4985	-3.430151
						-203.4965	-3.424597
						-202.5053	-3.422492
						-201.502	-3.416956
						-200.4839	-3.412683
						-199.5069	-3.413779
						-198.511	-3.411015
						-197.5224	-3.406928
						-196.5437	-3.404198
						-195.5291	-3.406035
						-194.5414	-3.409527
						-193.5554	-3.410605
						-192.541	-3.411801
						-191.5523	-3.41416
						-190.5523	-3.41289
						-189.5238	-3.4177
						-188.5365	-3.418664
						-187.5393	-3.41635
						-186.5391	-3.41979
						-185.551	-3.41791
						-184.5493	-3.417273
						-183.5607	-3.414743
						-182.5733	-3.410838
						-181.5665	-3.412722
						-180.5756	-3.415125
						-179.5671	-3.416933
						-178.5573	-3.416621
						-177.5691	-3.411645
						-176.5472	-3.409327
						-175.5437	-3.407998
						-174.5705	-3.402593
						-173.5819	-3.39971
						-172.6064	-3.392655
						-171.6047	-3.387489
						-170.5741	-3.383897
						-169.5956	-3.376798
						-168.5885	-3.369231
						-167.5908	-3.360535
						-166.6073	-3.35509
						-165.5782	-3.347186
						-164.5982	-3.338447
						-163.5955	-3.32829
						-162.5873	-3.319438
						-161.6081	-3.310108
						-160.6047	-3.299831
						-159.6006	-3.285581
						-158.6177	-3.265785
						-157.5883	-3.251303
						-156.5727	-3.237733
						-155.5833	-3.225449
						-154.5673	-3.210328
						-153.5953	-3.191096
						-152.5961	-3.172001
						-151.5976	-3.151878
						-150.6081	-3.134005
						-149.5946	-3.112621
						-148.5958	-3.087475
						-147.6185	-3.061699
						-146.6157	-3.033747
						-145.6176	-3.006843
						-144.6183	-2.978268
						-143.6007	-2.948961
						-142.602	-2.912992
						-141.6037	-2.880874
						-140.6169	-2.847962
						-139.6164	-2.807127
						-138.5968	-2.772701
						-137.6139	-2.731931
						-136.6011	-2.688293
						-135.6138	-2.6464
						-134.6317	-2.598472
						-133.6084	-2.545997
						-132.5948	-2.497123
						-131.5739	-2.445446
						-130.5718	-2.394855
						-129.5755	-2.341418
						-128.6006	-2.283518
						-127.6185	-2.222394
						-126.6531	-2.157963
						-125.6353	-2.093233
						-124.6338	-2.025746
						-123.6286	-1.956013
						-122.6076	-1.886456
						-121.633	-1.811769
						-120.6372	-1.730573
						-119.6282	-1.646529
						-118.6246	-1.559162
						-117.6347	-1.472012
						-116.6263	-1.381974
						-115.6394	-1.290242
						-114.656	-1.193671
						-113.6478	-1.093774
						-112.6526	-0.99367
						-111.6588	-0.891686
						-110.6315	-0.781818
						-109.6092	-0.668627
						-108.5909	-0.555943
						-107.5688	-0.437429
						-106.5562	-0.317431
						-105.5537	-0.194195
						-104.5543	-0.065631
						-103.5563	0.05701
						-102.5625	0.182134
						-101.5665	0.312267
						-100.5784	0.445615
						-99.57823	0.585083
						-98.59429	0.720607
						-97.62266	0.859203
						-96.62848	1.000667
						-95.62175	1.147688
						-94.60456	1.301445
						-93.56903	1.453475
						-92.57362	1.606519
						-91.57384	1.764896
						-90.59789	1.917393
						-89.61285	2.072651
						-88.61044	2.232492
						-87.63004	2.389594
						-86.60762	2.556141
						-85.61581	2.723761
						-84.61589	2.887803
						-83.60499	3.053617
						-82.59212	3.219888
						-81.57635	3.393912
						-80.54568	3.569668
						-79.56577	3.739887
						-78.58583	3.909528
						-77.61276	4.071829
						-76.639	4.237526
						-75.61137	4.408751
						-74.60504	4.577863
						-73.61924	4.747534
						-72.6408	4.916712
						-71.66236	5.087149
						-70.65846	5.260662
						-69.6469	5.431452
						-68.61183	5.601624
						-67.60966	5.770946
						-66.62026	5.93748
						-65.59784	6.104201
						-64.60651	6.265262
						-63.61164	6.424013
						-62.62484	6.587816
						-61.64521	6.750587
						-60.65406	6.910348
						-59.62903	7.070359
						-58.6157	7.223768
						-57.60342	7.379926
						-56.58153	7.541245
						-55.56863	7.696452
						-54.56239	7.846526
						-53.55495	7.991231
						-52.56264	8.134848
						-51.58887	8.275231
						-50.59904	8.414108
						-49.60543	8.551648
						-48.61394	8.685306
						-47.6209	8.820056
						-46.62579	8.95591
						-45.6253	9.0861
						-44.62333	9.212242
						-43.63966	9.338788
						-42.62584	9.465516
						-41.62434	9.590385
						-40.63098	9.71044
						-39.60662	9.821545
						-38.62038	9.930523
						-37.61031	10.0411
						-36.60322	10.15097
						-35.61422	10.25894
						-34.61792	10.36088
						-33.64111	10.46017
						-32.61881	10.56095
						-31.59049	10.6594
						-30.57137	10.75496
						-29.53687	10.84616
						-28.55323	10.93334
						-27.54762	11.01964
						-26.55952	11.0994
						-25.60268	11.1763
						-24.60887	11.2527
						-23.63283	11.3307
						-22.63378	11.40833
						-21.60618	11.48361
						-20.6193	11.5514
						-19.63109	11.61615
						-18.60015	11.68353
						-17.58268	11.75313
						-16.55833	11.81876
						-15.55698	11.87581
						-14.58384	11.93337
						-13.59893	11.98567
						-12.59903	12.03922
						-11.55427	12.09416
						-10.54205	12.14242
						-9.53297	12.18777
						-8.520754	12.2368
						-7.535497	12.28452
						-6.537214	12.32905
						-5.526549	12.3721
						-4.537346	12.40451
						-3.547269	12.43637
						-2.573636	12.46482
						-1.599805	12.49026
						-0.615061	12.51806
						0.345182	12.54494
						1.337175	12.5715
						2.330488	12.60338
						3.309355	12.63219
						4.298409	12.65722
						5.277259	12.68495
						6.224838	12.70955
						7.233506	12.73422
						8.22639	12.75776
						9.225961	12.78463
						10.2623	12.79967
						11.22672	12.81876
						12.23308	12.83794
						13.22651	12.85178
						14.20448	12.87401
						15.22447	12.89142
						16.23047	12.91368
						17.24046	12.92914
						18.2484	12.94569
						19.22903	12.96332
						20.22408	12.97594
						21.24569	12.99626
						22.2396	13.00769
						23.24179	13.01748
						24.26174	13.02807
						25.2355	13.03968
						26.22238	13.05734
						27.22715	13.06962
						28.20669	13.08293
						29.19766	13.09082
						30.20707	13.10015
						31.19473	13.11613
						32.19804	13.13003
						33.1829	13.14475
						34.18239	13.157
						35.17973	13.17315
						36.18701	13.18583
						37.20597	13.1971
						38.20136	13.20941
						39.21039	13.22369
						40.19083	13.23936
						41.19405	13.25616
						42.20512	13.26843
						43.23024	13.27868
						44.24762	13.29511
						45.24388	13.31345
						46.25517	13.33539
						47.25142	13.35071
						48.26103	13.36292
						49.26955	13.38025
						50.26377	13.39557
						51.24214	13.41175
						52.22487	13.43157
						53.22031	13.44535
						54.20281	13.46933
						55.22649	13.49509
						56.22116	13.51432
						57.20451	13.53544
						58.2178	13.55148
						59.21127	13.57745
						60.22091	13.60055
						61.23308	13.62623
						62.21371	13.65184
						63.19162	13.67136
						64.18148	13.70218
						65.19589	13.73251
						66.22388	13.75949
						67.2254	13.78722
						68.21852	13.81833
						69.20045	13.84881
						70.17329	13.88236
						71.18555	13.91807
						72.20379	13.94948
						73.19741	13.98714
						74.21313	14.02369
						75.19537	14.05848
						76.18063	14.09292
						77.17126	14.12514
						78.15634	14.16959
						79.17138	14.21475
						80.17042	14.25939
						81.18494	14.30373
						82.18122	14.34185
						83.15424	14.38739
						84.14313	14.43769
						85.15378	14.48394
						86.17146	14.5332
						87.18039	14.57948
						88.18986	14.62879
						89.19684	14.68448
						90.18341	14.73603
						91.2036	14.78922
						92.21353	14.83976
						93.19948	14.89628
						94.21508	14.95819
						95.21323	15.01509
						96.22158	15.07361
						97.2351	15.13483
						98.24123	15.19792
						99.24763	15.25997
						100.2472	15.32029
						101.2349	15.37637
						102.2201	15.434
						103.2083	15.4992
						104.1927	15.56615
						105.1914	15.62826
						106.1758	15.6916
						107.1806	15.75763
						108.1752	15.82733
						109.1822	15.90058
						110.2029	15.97354
						111.215	16.03887
						112.217	16.10233
						113.2172	16.17636
						114.2142	16.24265
						115.2051	16.3117
						116.2148	16.38692
						117.2108	16.45571
						118.1997	16.53234
						119.1934	16.60749
						120.1964	16.67607
						121.1947	16.74582
						122.2096	16.82074
						123.2105	16.90005
						124.224	16.97572
						125.2054	17.04567
						126.1948	17.11106
						127.1751	17.18033
						128.1529	17.25314
						129.1686	17.32821
						130.1691	17.39536
						131.1786	17.46326
						132.1648	17.5363
						133.157	17.60533
						134.1476	17.67693
						135.1318	17.74344
						136.1461	17.81274
						137.1693	17.88203
						138.1701	17.95123
						139.1762	18.01411
						140.147	18.07079
						141.125	18.13474
						142.1187	18.20331
						143.1457	18.27191
						144.1708	18.32852
						145.1853	18.38388
						146.2031	18.43578
						147.1854	18.48558
						148.1974	18.54799
						149.2008	18.60107
						150.1927	18.64647
						151.1888	18.70025
						152.1821	18.74501
						153.1669	18.78009
						154.175	18.81647
						155.1601	18.84473
						156.1585	18.87557
						157.1453	18.91255
						158.1361	18.94826
						159.1343	18.97897
						160.1125	19.00326
						161.1224	19.03753
						162.121	19.05723
						163.127	19.07614
						164.1434	19.094
						165.1466	19.09157
						166.126	19.09754
						167.1353	19.10929
						168.1297	19.11919
						169.1267	19.12877
						170.1368	19.13349
						171.1417	19.12693
						172.1415	19.11435
						173.1482	19.10146
						174.166	19.09593
						175.1645	19.08441
						176.1678	19.07315
						177.1568	19.06434
						178.1382	19.03943
						179.1329	19.01741
						180.1181	18.99228
						181.1376	18.96492
						182.1359	18.93555
						183.137	18.90335
						184.1441	18.86985
						185.1247	18.83696
						186.1288	18.80602
						187.1229	18.77102
						188.1261	18.73116
						189.1179	18.67849
						190.1152	18.64006
						191.1238	18.60703
						192.1401	18.57048
						193.1661	18.53262
						194.1936	18.47704
						195.1865	18.42227
						196.1649	18.36702
						197.1613	18.31162
						198.1364	18.25945
						199.1585	18.20564
						200.1896	18.15602
						201.1958	18.10552
						202.2143	18.04465
						203.2053	17.98032
						204.1892	17.91347
						205.1849	17.85617
						206.1837	17.80544
						207.1899	17.74148
						208.1879	17.67888
						209.1731	17.61642
						210.1951	17.55097
						211.1862	17.48975
						212.1896	17.41945
						213.2049	17.3478
						214.1727	17.28135
						215.1851	17.22513
						216.1758	17.16599
						217.1615	17.09416
						218.1584	17.02132
						219.1429	16.94595
						220.1412	16.87974
						221.1503	16.8164
						222.1366	16.74624
						223.1273	16.67364
						224.1206	16.60741
						225.1075	16.54312
						226.1213	16.47626
						227.1117	16.40283
						228.1139	16.32575
						229.1036	16.25183
						230.1013	16.18365
						231.1306	16.11599
						232.1359	16.04427
						233.1342	15.97409
						234.1346	15.90584
						235.096	15.8383
						236.0814	15.76487
						237.0936	15.68987
						238.085	15.62078
						239.114	15.55713
						240.1323	15.49624
						241.1152	15.42731
						242.1195	15.35148
						243.0862	15.27783
						244.0888	15.21267
						245.109	15.14872
						246.0987	15.07888
						247.1266	15.00938
						248.1021	14.93857
						249.1073	14.87174
						250.1281	14.81121
						251.1203	14.74179
						252.138	14.66526
						253.1287	14.59965
						254.1416	14.53409
						255.1588	14.47193
						256.1496	14.41131
						257.1545	14.34415
						258.1466	14.27548
						259.1302	14.20757
						260.1309	14.14397
						261.1077	14.07996
						262.075	14.02645
						263.06	13.97424
						264.0805	13.91795
						265.1016	13.85314
						266.103	13.77921
						267.126	13.70979
						268.0939	13.64782
						269.0741	13.59151
						270.0925	13.53085
						271.0953	13.46753
						272.0975	13.39795
						273.1217	13.33593
						274.1198	13.27957
						275.1188	13.2201
						276.1285	13.16878
						277.1404	13.11007
						278.1444	13.06008
						279.1433	13.00887
						280.1414	12.94725
						281.1075	12.8926
						282.0886	12.83505
						283.0889	12.78741
						284.0908	12.74299
						285.0987	12.69111
						286.1158	12.63917
						287.0836	12.589
						288.0738	12.54126
						289.0636	12.49874
						290.0617	12.44908
						291.078	12.39759
						292.0837	12.35241
						293.0919	12.30518
						294.0809	12.26024
						295.0783	12.21196
						296.0807	12.16097
						297.0853	12.11658
						298.0908	12.07111
						299.1071	12.02401
						300.1192	11.98077
						301.111	11.93602
						302.1343	11.89902
						303.1587	11.8616
						304.1739	11.81536
						305.1804	11.77094
						306.1627	11.72346
						307.1227	11.68498
						308.0932	11.64888
						309.0915	11.60966
						310.078	11.57301
						311.075	11.53502
						312.0777	11.49399
						313.068	11.46071
						314.0704	11.42311
						315.0853	11.38598
						316.0848	11.35237
						317.0641	11.31824
						318.0775	11.28606
						319.0624	11.24807
						320.0398	11.21881
						321.0646	11.1871
						322.0648	11.15711
						323.0627	11.12879
						324.0812	11.09514
						325.073	11.06173
						326.0525	11.03068
						327.0418	11.0065
						328.0509	10.98113
						329.0568	10.95372
						330.0426	10.92786
						331.0429	10.89707
						332.0431	10.8724
						333.0178	10.84589
						334.0264	10.82034
						335.0359	10.79181
						336.0108	10.76339
						337.0153	10.74319
						338.0184	10.71411
						339.0205	10.69323
						340.0259	10.67125
						341.0549	10.64881
						342.0626	10.63287
						343.0703	10.61157
						344.072	10.58797
						345.0461	10.56203
						346.0248	10.54263
						347.0027	10.52362
						348.0171	10.50373
						349.0396	10.48029
						350.0646	10.45954
						351.1036	10.44012
						352.0944	10.42477
						353.113	10.40909
						354.111	10.38441
						355.0896	10.36563
						356.0876	10.34744
						357.0855	10.33076
						358.0715	10.31118
						359.0747	10.29204
						360.0948	10.27485
						361.0745	10.26044
						362.0977	10.24387
						363.0931	10.22552
						364.0765	10.20693
						365.0734	10.18805
						366.0664	10.17921
						367.0899	10.16152
						368.0986	10.14301
						369.0962	10.12506
						370.0665	10.10836
						371.0424	10.09614
						372.0309	10.08109
						373.0437	10.06512
						374.0673	10.04617
						375.0915	10.03374
						376.0995	10.02106
						377.1027	10.00651
						378.1107	9.99239
						379.0974	9.976192
						380.1021	9.967421
						381.1058	9.956425
						382.1061	9.940582
						383.1022	9.923218
						384.093	9.904841
						385.0776	9.892515
						386.0952	9.881838
						387.0941	9.869473
						388.0982	9.858015
						389.1061	9.845995
						390.0728	9.839072
						391.0729	9.834908
						392.0837	9.823849
						393.0793	9.813435
						394.1035	9.802416
						395.0998	9.788572
						396.0931	9.772441
						397.0992	9.754394
						398.0894	9.740132
						399.101	9.728601
						400.0986	9.72094
						401.0958	9.710173
						402.1166	9.696777
						403.1143	9.686011
						404.1243	9.6826
						405.143	9.681342
						406.1346	9.675364
						407.1365	9.668133
						408.1191	9.653894
						409.103	9.647762
						410.1039	9.641713
						411.1127	9.633506
						412.1222	9.633281
						413.1075	9.620391
						414.1011	9.618835
						415.0766	9.618184
						416.0824	9.609088
						417.0985	9.609964
						418.1086	9.601068
						419.1309	9.597363
						420.12	9.596561
						421.1053	9.590708
						422.0829	9.590855
						423.0714	9.590241
						424.0653	9.595638
						425.0835	9.604602
						426.0786	9.606745
						427.0773	9.610429
						428.0638	9.613205
						429.064	9.619832
						430.0947	9.631737
						431.1018	9.637696
						432.1215	9.644364
						433.0981	9.65246
						434.0796	9.662655
						435.0589	9.674994
						436.0368	9.690385
						437.0376	9.704052
						438.0014	9.722462
						439.015	9.743486
						440.0096	9.760312
						441.0139	9.779541
						442.0435	9.797465
						443.0345	9.827772
						444.0506	9.858944
						445.0702	9.884906
						446.058	9.910015
						447.065	9.926573
						448.0592	9.950274
						449.0317	9.983909
						450.0382	10.01789
						451.0275	10.05996
						452.0289	10.09856
						453.0439	10.13636
						454.0648	10.17879
						455.0928	10.21199
						456.1015	10.24977
						457.1037	10.28934
						458.0802	10.32995
						459.0379	10.37669
						460.0146	10.41705
						461.0016	10.46115
						461.99	10.50419
						463.0107	10.5526
						464.0194	10.60073
						465.0173	10.65373
						466.0253	10.71015
						467.0074	10.76208
						468.0156	10.82918
						469.02	10.88689
						470.0023	10.94154
						470.9971	10.99625
						471.9724	11.04198
						472.9492	11.09646
						473.9412	11.15836
						474.9408	11.22402
						475.9506	11.29595
						476.9696	11.36463
						477.9773	11.43117
						478.988	11.49737
						479.9657	11.56319
						480.972	11.63454
						481.9938	11.70391
						482.9861	11.77489
						484.021	11.84711
						484.9907	11.91595
						485.9671	11.99053
						486.9617	12.06709
						487.9639	12.14804
						488.9709	12.22616
						489.9752	12.30829
						490.9795	12.3893
						491.9622	12.47427
						492.9774	12.5707
						493.9887	12.65826
						495.008	12.74939
						496.0219	12.83695
						497.0296	12.92267
						498.0293	13.01411
						499.0147	13.11344
						500.016	13.21042
						501.0185	13.30971
						502.0144	13.41086
						503.0218	13.50928
						504.0333	13.60994
						505.035	13.71047
						506.0533	13.82093
						507.062	13.93142
						508.0729	14.04168
						509.0706	14.15067
						510.0577	14.25618
						511.0742	14.36372
						512.0565	14.47466
						513.0444	14.58842
						514.0665	14.70085
						515.059	14.80833
						516.0663	14.92805
						517.0862	15.04655
						518.0728	15.16419
						519.042	15.28525
						520.0213	15.39671
						521.018	15.51798
						522.0177	15.64111
						523.0407	15.76673
						524.0347	15.89478
						525.0245	16.01839
						526.0194	16.14428
						527.0154	16.26963
						528.0323	16.39262
						529.0338	16.51736
						530.0194	16.64654
						531.0036	16.77833
						531.9927	16.91254
						532.99	17.04415
						534.0043	17.17208
						535.0084	17.30282
						535.9929	17.4321
						536.9821	17.55993
						537.9644	17.68805
						538.9444	17.81464
						539.9534	17.94778
						540.9746	18.08239
						541.9822	18.21709
						543.006	18.34749
						544.0009	18.47503
						544.9775	18.60909
						545.9822	18.74298
						546.971	18.87458
						547.966	19.0029
						548.9698	19.12404
						549.9594	19.24923
						550.9721	19.38099
						551.9899	19.51071
						552.9859	19.63938
						554.0021	19.76627
						555.0059	19.89101
						556.0137	20.01726
						557.0315	20.14063
						558.0341	20.26256
						559.0209	20.38414
						560.0378	20.5023
						561.0234	20.62059
						562.0326	20.73174
						563.0326	20.84005
						563.994	20.95692
						564.9929	21.06378
						565.9549	21.1783
						566.9397	21.28427
						567.9523	21.38084
						568.9377	21.48835
						569.9548	21.58908
						570.975	21.69392
						571.9677	21.79111
						572.9798	21.88438
						573.9704	21.97684
						574.9787	22.06609
						575.9734	22.15522
						576.9777	22.24105
						577.9839	22.3225
						578.9811	22.40365
						580.0054	22.48679
						581.015	22.56331
						582.0349	22.63436
						583.0228	22.70355
						584.0234	22.77174
						585.01	22.83779
						586.0052	22.89893
						587.0219	22.95366
						588.0033	23.00344
						589.014	23.05412
						589.9949	23.10625
						590.975	23.15288
						591.9881	23.19401
						592.9746	23.23486
						593.9751	23.27233
						594.9779	23.30799
						595.9788	23.34178
						596.9848	23.36881
						597.9999	23.39414
						599.0031	23.42159
						599.9969	23.44444
						601.0104	23.46097
						602.0048	23.4742
						603.0102	23.48795
						604.0157	23.50056
						605.0104	23.51211
						606.0115	23.51724
						607.0192	23.51509
						608.0236	23.51236
						609.0297	23.51015
						610.0682	23.50453
						611.0494	23.49081
						612.0454	23.47201
						613.0441	23.44749
						613.9999	23.42723
						615.0095	23.40988
						615.9905	23.38686
						616.9833	23.36278
						617.9705	23.33272
						618.9509	23.30379
						619.9561	23.27505
						620.9498	23.24382
						621.9769	23.21457
						622.9911	23.17702
						623.9921	23.14063
						624.9868	23.10358
						625.9606	23.05947
						626.9491	23.01714
						627.9471	22.97414
						628.9519	22.92857
						629.9529	22.88187
						630.9467	22.83649
						631.9454	22.78824
						632.942	22.74166
						633.9707	22.69209
						634.9794	22.64115
						635.9917	22.59053
						636.9913	22.53422
						637.968	22.48606
						638.9744	22.43278
						639.9492	22.37674
						640.9496	22.32493
						641.9446	22.26613
						642.9146	22.20938
						643.9367	22.15284
						644.9265	22.09391
						645.9287	22.03842
						646.9706	21.98572
						647.9622	21.92978
						648.9758	21.87313
						649.9922	21.81393
						650.9642	21.7527
						651.9708	21.69569
						652.9774	21.6383
						653.9624	21.58092
						654.9823	21.5213
						655.9741	21.46006
						656.9603	21.4046
						657.9805	21.34596
						658.983	21.28613
						660.0027	21.23158
						661.0232	21.17071
						662.0219	21.1165
						663.0222	21.06228
						664.0043	21.00164
						664.9952	20.94772
						665.9838	20.8869
						666.9647	20.83075
						667.9772	20.77849
						668.9507	20.71724
						669.9457	20.66284
						670.963	20.60924
						671.9405	20.55498
						672.9729	20.50557
						673.9675	20.45043
						674.9504	20.39575
						675.9501	20.34204
						676.9291	20.28929
						677.9229	20.24111
						678.9239	20.18736
						679.9465	20.13477
						680.964	20.0845
						681.992	20.03394
						683.0018	19.98481
						683.9959	19.93454
						684.9843	19.8834
						685.9917	19.83424
						687.0023	19.78649
						687.997	19.73672
						688.9937	19.68801
						689.9769	19.63826
						690.9642	19.59453
						691.9556	19.55094
						692.9559	19.50522
						693.9698	19.45941
						694.9552	19.4123
						695.9821	19.3702
						696.9905	19.32791
						697.962	19.28546
						698.982	19.24322
						699.9682	19.20111
						700.9618	19.16041
						701.9551	19.1237
						702.9556	19.08192
						703.9529	19.04013
						704.9622	19.00239
						705.9886	18.96297
						706.9866	18.9266
						707.9814	18.88775
						708.9769	18.84871
						709.9683	18.81184
						710.9893	18.77754
						712.0084	18.74405
						713.0336	18.70818
						714.0425	18.67153
						715.0456	18.63794
						716.0337	18.60414
						717.0142	18.57086
						718.0083	18.53911
						718.9827	18.50329
						719.9632	18.4714
						720.9797	18.43995
						721.9773	18.40575
						722.9889	18.37506
						724.0032	18.34627
						724.9874	18.3195
						725.9849	18.29441
						726.9729	18.26704
						727.9749	18.23655
						728.9623	18.20818
						729.9724	18.18511
						730.9734	18.16046
						731.9561	18.1359
						732.9583	18.11205
						733.9536	18.08662
						734.952	18.06345
						735.9605	18.0408
						736.972	18.01481
						737.9741	17.98861
						738.9723	17.96477
						739.9747	17.94504
						740.9683	17.92588
						741.9541	17.90398
						742.9418	17.8833
						743.932	17.86122
						744.9122	17.84086
						745.9168	17.82256
						746.9211	17.80344
						747.9288	17.7851
						748.9219	17.76875
						749.9025	17.75335
						750.9028	17.73743
						751.9191	17.72028
						752.9446	17.70424
						753.9736	17.68997
						754.9802	17.67682
						755.9612	17.66271
						756.9652	17.64837
						757.9403	17.6335
						758.9186	17.6212
						759.9244	17.61155
						760.9112	17.59859
						761.9275	17.58854
						762.9529	17.5774
						763.9684	17.5669
						764.9476	17.56126
						765.946	17.55059
						766.9391	17.53967
						767.9018	17.52971
						768.9233	17.52365
						769.9348	17.51825
						770.938	17.51296
						771.9677	17.50687
						772.9563	17.49573
						773.9454	17.48869
						774.9369	17.48384
						775.8949	17.47851
						776.8915	17.4758
						777.8851	17.47188
						778.8765	17.46878
						779.9084	17.4687
						780.9333	17.46433
						781.9286	17.46206
						782.9633	17.46026
						783.9642	17.45812
						784.9561	17.45767
						785.9634	17.458
						786.9311	17.4563
						787.929	17.45686
						788.9521	17.45718
						789.9525	17.45512
						790.9632	17.45555
						791.986	17.45471
						792.9453	17.4562
						793.9436	17.46368
						794.9326	17.46494
						795.9066	17.46781
						796.9126	17.47091
						797.7479	17.43172
						798.0922	17.35995
						797.9286	17.25135
						797.2772	17.113
						796.2874	16.98574
						795.2962	16.87245
						794.3264	16.76781
						793.3348	16.66782
						792.3507	16.5721
						791.3481	16.4774
						790.3282	16.3901
						789.3255	16.30621
						788.3092	16.22193
						787.3004	16.14209
						786.2976	16.06471
						785.3085	15.9885
						784.3184	15.91818
						783.335	15.84618
						782.3508	15.77547
						781.3481	15.71083
						780.3264	15.64532
						779.3201	15.58625
						778.3179	15.5232
						777.3002	15.46035
						776.3093	15.40252
						775.3003	15.3451
						774.2879	15.29135
						773.3009	15.23559
						772.305	15.18025
						771.3208	15.12521
						770.3336	15.07429
						769.3419	15.0239
						768.3312	14.97436
