mV	uA	mV1	uA1	mV2	uA2	mV3	uA3	mV4	uA4	mV6	uA6	mV7	uA7	mV8	uA8	mV9	uA9	mV10	uA10	mV11	uA11
3 mV/seg	3 mV/seg	5 mV/seg	5 mV/seg	10 mV/seg	10 mV/seg	20 mV/seg	20 mV/seg	30 mV/seg	30 mV/seg	50 mV/seg	50 mV/seg	100 mV/seg	100 mV/seg	200 mV/seg	200 mV/seg	300 mV/seg	300 mV/seg	500 mV/seg	500 mV/seg	1000 mV/seg	1000 mV/seg
35.45681	1.269974	33.17702	2.125974	33.17582	3.347364	33.16255	5.03034	40.7933	6.369349	33.23765	8.36333	33.39764	12.12556	33.53124	17.58685	165.9236	48.81395	34.19281	30.02905	34.32836	50.31744
34.43845	1.257743	32.18233	2.119696	32.16109	3.33763	32.15827	5.019775	39.78669	6.327294	32.24112	8.346754	32.40513	12.09289	32.57832	17.55449	166.9888	49.00655	33.1581	29.93609	33.20697	50.17846
33.42111	1.255552	31.19366	2.112782	31.17069	3.327978	31.16347	5.004461	38.7846	6.338034	31.25304	8.325162	31.42425	12.06885	31.60118	17.51958	168.031	49.32821	32.19836	29.96739	32.17442	50.09745
32.40799	1.250086	30.19172	2.105891	30.16078	3.317878	30.15908	4.992127	37.78753	6.317466	30.26184	8.304049	30.44476	12.04305	30.60725	17.46109	169.1613	49.73093	31.12815	30.07152	31.23134	50.00213
31.40334	1.241192	29.20214	2.098235	29.16995	3.310395	29.15244	4.977124	36.78621	6.278493	29.28134	8.281382	29.45225	12.00826	29.54392	17.43155	170.1826	50.03195	30.04095	30.13144	30.2744	49.85606
30.40967	1.242276	28.19912	2.090377	28.18002	3.302471	28.16055	4.963611	35.78802	6.289609	28.27817	8.261328	28.41593	11.98859	28.54808	17.39884	171.1676	50.22287	29.0845	30.13489	29.3594	49.68387
29.40554	1.237559	27.19486	2.082886	27.18165	3.292099	27.16507	4.94808	34.78759	6.262527	27.29496	8.243843	27.38575	11.95444	27.54735	17.34502	172.1827	50.31509	28.05838	30.04506	28.40246	49.46222
28.41016	1.229466	26.20107	2.07578	26.20301	3.283227	26.17114	4.936844	33.78053	6.228507	26.32113	8.221311	26.39143	11.92741	26.57516	17.31159	173.1495	50.42451	27.12852	29.84651	27.46136	49.22038
27.41379	1.22935	25.20395	2.068429	25.21494	3.274235	25.17373	4.922143	32.77207	6.241885	25.31115	8.201666	25.37327	11.90428	25.62436	17.2896	174.1623	50.69108	26.19452	29.59175	26.41593	48.9624
26.40713	1.221459	24.22689	2.061928	24.2327	3.265071	24.19839	4.911654	31.77936	6.212821	24.32486	8.183412	24.43852	11.8784	24.62099	17.24973	175.1674	51.07457	25.16642	29.37672	25.36719	48.70184
25.41015	1.211181	23.22787	2.054182	23.23755	3.254487	23.21408	4.89621	30.7864	6.184362	23.30572	8.161862	23.48283	11.84817	23.5947	17.1965	156.8317	28.68415	24.2468	29.24147	24.37327	48.45002
24.42033	1.21057	22.22637	2.046964	22.22773	3.245001	22.22562	4.88349	29.78236	6.196051	22.29114	8.143158	22.47015	11.81254	22.55184	17.157	137.8893	10.69465	23.26377	29.17059	23.3024	48.1531
23.41488	1.201117	21.23251	2.040928	21.22035	3.235904	21.22885	4.869261	28.80268	6.16131	21.28989	8.121443	21.44561	11.78647	21.60402	17.12347	118.3711	-5.348666	22.22956	29.18772	22.27051	47.86675
22.41179	1.192217	20.21937	2.033793	20.21737	3.225482	20.2117	4.85488	27.80077	6.136828	20.27627	8.094957	20.39721	11.74991	20.61392	17.06024	98.42755	-20.0907	21.27047	29.28014	21.27658	47.61286
21.41162	1.1929	19.21735	2.028083	19.20897	3.216476	19.20548	4.84094	26.79783	6.148095	19.28535	8.075931	19.39453	11.72658	19.64179	17.02695	97.32102	-11.02011	20.25443	29.30987	20.21563	47.36703
20.38732	1.184278	18.22832	2.021198	18.22064	3.207416	18.20754	4.829363	25.81108	6.110644	18.28049	8.058241	18.36943	11.70719	18.71913	16.99799	96.18578	-5.668313	19.28114	29.30456	19.25835	47.20198
19.3874	1.178668	17.21454	2.013739	17.22574	3.198174	17.20814	4.814341	24.80291	6.093658	17.2886	8.037998	17.39456	11.67103	17.66755	16.94223	95.18492	-1.750918	18.31231	29.23382	18.31693	47.10496
18.38666	1.180255	16.21488	2.006134	16.22166	3.188443	16.20655	4.801957	23.83094	6.102531	16.2794	8.016649	16.41695	11.64362	16.65454	16.90965	94.14708	1.20894	17.26786	29.01991	17.35174	46.98919
17.37445	1.172072	15.22119	1.998291	15.23757	3.179056	15.19763	4.787632	22.84256	6.062713	15.27952	7.994131	15.3976	11.62377	15.65487	16.87009	93.12376	3.447817	16.20476	28.78415	16.3271	46.88815
16.3671	1.16649	14.21508	1.989986	14.22605	3.168986	14.19472	4.771863	21.84652	6.048135	14.28748	7.972621	14.41084	11.58262	14.6019	16.83144	92.18366	5.203188	15.15272	28.5633	15.26648	46.78881
15.34737	1.166982	13.22398	1.98249	13.22734	3.158532	13.19923	4.759	20.8364	6.053075	13.29017	7.954857	13.4405	11.5701	13.61967	16.79914	91.22705	6.644335	14.137	28.41801	14.23524	46.68124
14.34067	1.155781	12.22591	1.975561	12.23674	3.148464	12.21179	4.745349	19.81858	6.010147	12.30681	7.936948	12.42673	11.53441	12.60738	16.76291	90.25294	7.944421	13.16883	28.37702	13.204	46.62439
13.33805	1.148701	11.23008	1.967963	11.23379	3.139015	11.23532	4.733454	18.79993	6.002089	11.28723	7.915769	11.43336	11.5075	11.58434	16.72869	89.30095	9.179158	12.25796	28.4198	12.14635	46.58884
12.35055	1.147399	10.22582	1.96227	10.23495	3.129497	10.23379	4.719426	17.79482	6.006003	10.28517	7.892802	10.46087	11.48319	10.60038	16.68123	88.31165	10.28415	11.30085	28.51397	11.18478	46.52833
11.36176	1.135833	9.222964	1.955767	9.23385	3.118387	9.23347	4.70588	16.80149	5.961409	9.278778	7.870608	9.42927	11.44465	9.619072	16.63376	87.26093	11.16622	10.32047	28.56174	10.17699	46.40542
10.36042	1.131477	8.225656	1.949655	8.228824	3.108616	8.224601	4.69171	15.80747	5.959092	8.289394	7.852844	8.429566	11.42624	8.599657	16.60479	86.18577	11.84735	9.312179	28.54221	9.206841	46.21722
9.348419	1.131336	7.221487	1.943033	7.221725	3.098827	7.219971	4.679025	14.81128	5.956697	7.302371	7.831743	7.430227	11.38886	7.568881	16.55317	85.18129	12.34179	8.313136	28.46247	8.24858	46.0047
8.339189	1.121789	6.226105	1.936058	6.223838	3.089723	6.222296	4.664714	13.81755	5.91261	6.306581	7.812769	6.402952	11.35787	6.534671	16.51818	84.17812	12.82512	7.247061	28.27284	7.256307	45.76834
7.322124	1.117654	5.242745	1.928849	5.23422	3.080448	5.23559	4.65409	12.82739	5.915051	5.335607	7.794565	5.389446	11.34499	5.50535	16.49378	83.21391	13.38418	6.220942	28.04236	6.373333	45.54248
6.306641	1.116508	4.248148	1.921201	4.23598	3.070241	4.241765	4.637645	11.82518	5.90919	4.341682	7.772629	4.366068	11.29998	4.51585	16.44402	82.21998	14.01336	5.259708	27.85774	5.400211	45.33669
5.317534	1.106001	3.251674	1.914387	3.251337	3.06237	3.249419	4.626199	10.84506	5.865336	3.3486	7.756384	3.38314	11.28682	3.562937	16.4049	81.20724	14.61968	4.290054	27.69651	4.47365	45.08437
4.307927	1.10169	2.262923	1.908097	2.262914	3.05374	2.264034	4.611608	9.84097	5.869687	2.346982	7.737233	2.397405	11.25462	2.594836	16.3736	80.16378	15.04777	3.386937	27.64215	3.462224	44.82725
3.309822	1.10032	1.258904	1.901624	1.262799	3.044167	1.262502	4.600487	8.85392	5.858332	1.332816	7.712266	1.423425	11.21959	1.599921	16.32791	79.06848	15.2912	2.416953	27.68409	2.294611	44.5873
2.326641	1.090253	0.261026	1.896201	0.28173	3.036813	0.273854	4.585001	7.855303	5.815361	0.30602	7.692586	0.443667	11.2021	0.660481	16.29143	78.08051	15.44889	1.382413	27.7595	1.187096	44.34647
1.32288	1.087393	-0.723319	1.890781	-0.701129	3.028451	-0.717442	4.575032	6.833662	5.823242	-0.684437	7.673216	-0.568815	11.16825	-0.323669	16.25709	77.10474	15.64454	0.326245	27.8409	0.14298	44.1685
0.330707	1.08612	-1.687229	1.884993	-1.66868	3.02062	-1.673907	4.561149	5.842159	5.809236	-1.642633	7.658936	-1.51902	11.15797	-1.276582	16.23627	76.1729	15.98947	-0.706148	27.85653	-0.869766	44.04749
-0.663534	1.076495	-2.65454	1.878428	-2.638027	3.012924	-2.625241	4.551122	4.852037	5.769226	-2.595859	7.640737	-2.4824	11.13067	-2.231343	16.2107	75.29158	16.41911	-1.605303	27.82888	-1.753731	43.99932
-1.63576	1.074304	-3.623646	1.872059	-3.626271	3.001766	-3.592663	4.535101	3.850138	5.77854	-3.551694	7.617203	-3.441916	11.09495	-3.234843	16.16351	74.26331	16.7389	-2.525261	27.64295	-2.614582	43.94569
-2.616617	1.070891	-4.605151	1.865216	-4.607301	2.992435	-4.567614	4.523859	2.863488	5.756751	-4.535514	7.594999	-4.425076	11.07613	-4.227381	16.11636	73.19179	16.91435	-3.481046	27.39589	-3.583741	43.85909
-3.599133	1.060714	-5.610507	1.856013	-5.615018	2.978944	-5.577691	4.50406	1.870735	5.717971	-5.525277	7.569479	-5.429831	11.02372	-5.20988	16.06109	72.16385	16.9535	-4.495938	27.16989	-4.518888	43.76615
-4.579548	1.057242	-6.615795	1.849494	-6.623101	2.968718	-6.59609	4.493391	0.869716	5.73002	-6.546873	7.549565	-6.441686	11.007	-6.252675	16.00622	71.12964	16.98983	-5.525195	26.96116	-5.512812	43.62211
-5.598903	1.053599	-7.613378	1.840233	-7.610445	2.960632	-7.596368	4.476816	-0.120105	5.705786	-7.531452	7.530206	-7.436303	10.97393	-7.202682	15.97244	70.16741	17.17639	-6.569476	26.90032	-6.556928	43.51182
-6.610085	1.043458	-8.618551	1.83209	-8.614849	2.950488	-8.615361	4.465402	-1.091045	5.679065	-8.525954	7.505178	-8.411801	10.94179	-8.207767	15.92769	69.1649	17.49908	-7.630267	26.9459	-7.511558	43.4468
-7.620436	1.040868	-9.633225	1.82471	-9.623471	2.940507	-9.630577	4.448744	-2.057712	5.693916	-9.534094	7.481028	-9.430458	10.91779	-9.244155	15.87477	68.14985	17.79369	-8.60702	27.02897	-8.579117	43.33933
-8.638901	1.037913	-10.63181	1.816752	-10.6187	2.931215	-10.62983	4.438737	-3.033345	5.663533	-10.53375	7.462189	-10.43459	10.88605	-10.2186	15.84529	67.15559	17.95986	-9.670123	27.07821	-9.560824	43.20896
-9.644409	1.02772	-11.64616	1.80961	-11.6297	2.921942	-11.64273	4.42175	-4.008577	5.634938	-11.55046	7.441721	-11.45618	10.85639	-11.29923	15.80104	66.13294	17.97361	-10.64324	27.08533	-10.51347	43.06206
-10.64962	1.027479	-12.64125	1.802283	-12.63456	2.912616	-12.63671	4.413072	-5.008406	5.641644	-12.55224	7.423203	-12.46391	10.83108	-12.31878	15.75361	65.05581	17.89926	-11.57757	26.97783	-11.54306	42.85106
-11.65839	1.023676	-13.62843	1.796455	-13.62097	2.903764	-13.62532	4.397974	-6.027555	5.60595	-13.55607	7.40359	-13.45631	10.80037	-13.28834	15.72429	64.13486	17.94383	-12.63109	26.78372	-12.48382	42.64501
-12.65651	1.014081	-14.6437	1.78798	-14.6244	2.893155	-14.62863	4.384227	-7.031626	5.583572	-14.54603	7.376546	-14.47021	10.77252	-14.28603	15.67291	63.17263	18.11195	-13.60042	26.55681	-13.50053	42.42422
-13.65464	1.013018	-15.64003	1.781722	-15.62845	2.883404	-15.63021	4.367935	-8.015143	5.593925	-15.52926	7.358305	-15.46061	10.73394	-15.27249	15.62466	62.14404	18.35343	-14.61878	26.31382	-14.49842	42.14697
-14.66317	1.008037	-16.64642	1.773629	-16.62685	2.873372	-16.62512	4.35568	-9.016222	5.556537	-16.51425	7.338872	-16.48451	10.7091	-16.26469	15.57938	61.30333	18.5648	-15.64605	26.16639	-15.52371	41.86603
-15.66515	0.997343	-17.66363	1.765857	-17.63618	2.862807	-17.64075	4.33947	-10.01404	5.537954	-17.53508	7.315552	-17.46744	10.66716	-17.27922	15.52602	60.22883	18.60778	-16.54388	26.10566	-16.54768	41.57654
-16.67947	0.995175	-18.66765	1.760277	-18.63646	2.853973	-18.64387	4.329914	-10.99351	5.545479	-18.53679	7.296129	-18.44621	10.6405	-18.29805	15.4994	59.15335	18.53091	-17.5989	26.11696	-17.5951	41.29137
-17.69947	0.988548	-19.66676	1.753692	-19.63323	2.843457	-19.64731	4.314507	-11.99308	5.505683	-19.56824	7.273057	-19.45344	10.61287	-19.30115	15.44739	58.23999	18.472	-18.6412	26.21074	-18.5778	41.06121
-18.7025	0.977516	-20.66852	1.747346	-20.63531	2.833283	-20.64491	4.30172	-12.96614	5.493485	-20.58003	7.25059	-20.41966	10.58317	-20.29917	15.40152	57.16649	18.46649	-19.65031	26.26547	-19.56413	40.88051
-19.71494	0.977179	-21.65958	1.740577	-21.63484	2.823455	-21.65088	4.283694	-13.94714	5.497413	-21.56495	7.228893	-21.44198	10.55472	-21.32558	15.35887	56.19733	18.63481	-20.68782	26.24749	-20.52041	40.73002
-20.72021	0.971729	-22.65543	1.732788	-22.63951	2.813598	-22.66757	4.270976	-14.98868	5.45213	-22.59627	7.20316	-22.4503	10.52	-22.3308	15.29618	55.29752	18.8496	-21.62148	26.13305	-21.44565	40.60244
-21.72241	0.963175	-23.65442	1.724917	-23.63865	2.803229	-23.65386	4.256394	-16.00249	5.442647	-23.59596	7.179099	-23.43719	10.48575	-23.32261	15.25234	54.30888	18.96906	-22.55696	25.91412	-22.44849	40.47515
-22.73442	0.964286	-24.64804	1.718427	-24.63432	2.792899	-24.66205	4.244313	-17.04148	5.441142	-24.58055	7.155768	-24.46133	10.45592	-24.26502	15.20366	53.30075	19.01208	-23.54692	25.66096	-23.3942	40.35724
-23.72615	0.959105	-25.64522	1.710354	-25.63048	2.783392	-25.64708	4.231082	-18.07425	5.399565	-25.56368	7.13484	-25.4749	10.41622	-25.22837	15.15884	52.32598	18.9017	-24.5638	25.42641	-24.44723	40.23232
-24.72488	0.950777	-26.62202	1.704648	-26.60752	2.77445	-26.61884	4.21977	-19.0581	5.397999	-26.52696	7.119841	-26.4648	10.39764	-26.17957	15.12439	51.28451	18.83157	-25.57159	25.29436	-25.52107	40.13261
-25.72729	0.950143	-27.61465	1.69558	-27.60834	2.762268	-27.62807	4.201747	-20.06287	5.395375	-27.50038	7.091374	-27.47104	10.34998	-27.13334	15.06353	50.20836	18.85918	-26.55214	25.24416	-26.54966	40.07479
-26.71896	0.941644	-28.6143	1.688372	-28.61511	2.750344	-28.63036	4.187032	-21.03985	5.351336	-28.51002	7.065734	-28.46216	10.31692	-28.16253	15.0031	49.2435	18.99267	-27.58916	25.24045	-27.65024	39.97138
-27.73069	0.930234	-29.61566	1.680374	-29.61811	2.740302	-29.61992	4.170761	-22.02217	5.349386	-29.54113	7.039855	-29.46024	10.27815	-29.14767	14.94845	48.16933	19.16547	-28.56641	25.29375	-28.68082	39.83874
-28.74087	0.928563	-30.63512	1.671515	-30.64058	2.729196	-30.62039	4.153157	-23.02613	5.342339	-30.55769	7.013083	-30.46285	10.23414	-30.16167	14.8786	47.19489	19.23619	-29.58047	25.30091	-29.64437	39.66514
-29.75106	0.920501	-31.64229	1.664049	-31.64659	2.719258	-31.63738	4.138747	-24.01683	5.298098	-31.56467	6.993762	-31.47173	10.2025	-31.20915	14.82237	46.21285	19.14186	-30.59768	25.23314	-30.6373	39.41341
-30.77527	0.911671	-32.64705	1.655041	-32.6421	2.711332	-32.62903	4.1262	-25.01428	5.302684	-32.5599	6.969039	-32.48342	10.16855	-32.21972	14.76825	45.23544	19.00319	-31.61604	25.10388	-31.55957	39.16843
-31.7901	0.912231	-33.66212	1.646883	-33.6371	2.701675	-33.63852	4.110068	-25.9972	5.292122	-33.5686	6.94085	-33.48098	10.12564	-33.20295	14.70754	44.23491	18.93328	-32.63423	24.88929	-32.47623	38.92592
-32.78857	0.905524	-34.66137	1.637812	-34.62669	2.690195	-34.64911	4.096626	-26.97515	5.246056	-34.56398	6.915107	-34.49072	10.09455	-34.23881	14.66005	43.17197	19.00198	-33.62683	24.61188	-33.50416	38.64603
-33.80077	0.898436	-35.66232	1.62999	-35.62255	2.678583	-35.64301	4.080742	-27.97254	5.249812	-35.56809	6.887894	-35.51374	10.04506	-35.22567	14.58977	42.14536	19.22576	-34.68349	24.38514	-34.54662	38.36367
-34.8018	0.899342	-36.66629	1.621072	-36.61872	2.666343	-36.65449	4.062963	-28.97431	5.22967	-36.58049	6.862921	-36.51786	10.01159	-36.22936	14.52535	41.12006	19.34477	-35.63829	24.20429	-35.58051	38.05362
-35.80122	0.891699	-37.65799	1.613963	-37.62138	2.655367	-37.67417	4.048414	-29.98714	5.184672	-37.56246	6.837626	-37.51618	9.965269	-37.2851	14.46652	40.14529	19.35249	-36.62941	24.10349	-36.62	37.7259
-36.81004	0.882391	-38.65834	1.605582	-38.61938	2.643883	-38.66512	4.030814	-31.00367	5.193924	-38.52396	6.80842	-38.52051	9.928652	-38.27288	14.40937	39.18835	19.20378	-37.72421	24.09592	-37.55647	37.41928
-37.8118	0.880901	-39.65346	1.598819	-39.60592	2.633093	-39.65041	4.016839	-32.01276	5.171448	-39.51389	6.784061	-39.48111	9.891164	-39.30234	14.34793	38.19905	19.0473	-38.67091	24.12103	-38.53652	37.13614
-38.81212	0.870093	-40.64998	1.59047	-40.61702	2.620617	-40.64454	3.998679	-33.01474	5.134228	-40.51062	6.752935	-40.48072	9.839523	-40.32195	14.27025	37.16484	19.05343	-39.66913	24.14217	-39.51525	36.8955
-39.81922	0.861345	-41.65416	1.582464	-41.62046	2.607614	-41.63375	3.981653	-34.02557	5.143124	-41.52706	6.72226	-41.45912	9.792213	-41.34705	14.19472	36.15243	19.17479	-40.64176	24.0661	-40.52833	36.67046
-40.82679	0.860522	-42.64893	1.575045	-42.62268	2.596698	-42.64623	3.964251	-35.03947	5.112127	-42.56731	6.693566	-42.4474	9.749216	-42.32248	14.11641	35.13175	19.34248	-41.6058	23.8945	-41.51565	36.47869
-41.83699	0.849522	-43.65618	1.565783	-43.63529	2.583145	-43.66061	3.946568	-36.029	5.077133	-43.58326	6.656786	-43.50495	9.68808	-43.32274	14.03773	34.18604	19.4097	-42.67402	23.64189	-42.4541	36.31796
-42.84402	0.84277	-44.65758	1.558387	-44.62334	2.572205	-44.66792	3.927282	-37.03598	5.08444	-44.59248	6.628586	-44.49835	9.655687	-44.29633	13.96702	33.1231	19.31435	-43.715	23.31999	-43.48369	36.12225
-43.85165	0.841442	-45.64175	1.549437	-45.6162	2.559891	-45.6556	3.913748	-38.02532	5.050788	-45.55795	6.600648	-45.51783	9.606005	-45.21338	13.90431	32.12224	19.1424	-44.7748	23.0559	-44.48026	35.95498
-44.85743	0.831136	-46.63977	1.540566	-46.6245	2.545911	-46.64602	3.893465	-39.01412	5.02092	-46.54605	6.566451	-46.52192	9.561674	-46.26482	13.81928	31.11808	19.06658	-45.70103	22.88696	-45.44843	35.80345
-45.85089	0.824713	-47.64306	1.53027	-47.62346	2.534378	-47.63944	3.877414	-40.02164	5.025517	-47.54374	6.534483	-47.48187	9.513308	-47.22837	13.74107	30.14793	19.08586	-46.63304	22.74907	-46.5774	35.61819
-46.8624	0.822188	-48.64518	1.520979	-48.62283	2.521682	-48.62901	3.855409	-41.02401	4.984178	-48.52235	6.49986	-48.48167	9.46143	-48.21378	13.66338	29.2075	19.23495	-47.58767	22.72478	-47.55878	35.46289
-47.86947	0.810674	-49.65402	1.510678	-49.62357	2.507251	-49.62596	3.8362	-42.03452	4.956238	-49.53558	6.467302	-49.47322	9.405878	-49.21305	13.57395	28.12475	19.36535	-48.58126	22.73087	-48.4827	35.2868
-48.87854	0.8025	-50.65336	1.502254	-50.60955	2.494603	-50.62407	3.814613	-43.04403	4.958169	-50.55039	6.437155	-50.45948	9.358097	-50.16907	13.49216	27.10672	19.35513	-49.60689	22.67886	-49.55455	35.05208
-49.89228	0.799402	-51.63784	1.492655	-51.59537	2.481433	-51.60789	3.797273	-44.05373	4.915247	-51.54111	6.403498	-51.44043	9.304789	-51.20288	13.41179	26.04544	19.23022	-50.57703	22.59889	-50.47451	34.79915
-50.88931	0.787717	-52.6202	1.482928	-52.59059	2.467578	-52.59262	3.77709	-45.0603	4.894111	-52.5555	6.367045	-52.43528	9.250445	-52.19562	13.3258	25.06439	19.08198	-51.59622	22.41494	-51.38357	34.51911
-51.88437	0.780833	-53.62242	1.471562	-53.59571	2.451632	-53.59363	3.758814	-46.05975	4.893034	-53.55713	6.324297	-53.42735	9.186454	-53.2042	13.22969	24.13585	19.00182	-52.58371	22.1313	-52.41613	34.19742
-52.8813	0.777338	-54.62941	1.458942	-54.60646	2.435949	-54.5958	3.731175	-47.06116	4.846156	-54.57522	6.283052	-54.45417	9.122206	-54.19258	13.13665	23.1132	19.053	-53.54874	21.79272	-53.42392	33.84884
-53.88444	0.765382	-55.63387	1.447285	-55.6198	2.421551	-55.6067	3.709731	-48.05682	4.824974	-55.58237	6.245173	-55.45414	9.052777	-55.16959	13.02812	22.09087	19.1934	-54.61349	21.47325	-54.436	33.46297
-54.89266	0.758536	-56.64724	1.43393	-56.6273	2.404914	-56.62164	3.679442	-49.03999	4.819561	-56.59538	6.200852	-56.45212	8.991491	-56.21695	12.91812	21.13591	19.27597	-55.56746	21.25019	-55.52008	33.07694
-55.9113	0.754638	-57.64628	1.422738	-57.62289	2.389318	-57.62756	3.658825	-50.03401	4.769883	-57.59964	6.160375	-57.45895	8.925879	-57.27691	12.82385	20.13506	19.25982	-56.57459	21.0826	-56.55924	32.68006
-56.92816	0.742591	-58.64203	1.410951	-58.60944	2.373623	-58.62127	3.637733	-51.01009	4.753843	-58.58012	6.121849	-58.40952	8.870708	-58.28867	12.72995	19.22038	19.11488	-57.61607	21.02447	-57.54557	32.30783
-57.94024	0.734311	-59.65647	1.399704	-59.61349	2.354969	-59.62997	3.615981	-51.9802	4.746621	-59.58012	6.074899	-59.4398	8.799154	-59.28616	12.62503	18.26278	18.97576	-58.60883	21.02089	-58.55369	32.00319
-58.9537	0.728045	-60.66298	1.387575	-60.634	2.336644	-60.6301	3.592601	-52.97678	4.693058	-60.56599	6.035093	-60.45648	8.730735	-60.29725	12.52227	17.16979	18.91554	-59.60326	20.94165	-59.62356	31.66665
-59.95492	0.713794	-61.65781	1.376926	-61.63139	2.321046	-61.63884	3.572367	-53.97303	4.676517	-61.57684	5.994	-61.44921	8.66479	-61.26582	12.41746	16.17092	18.99768	-60.58051	20.81194	-60.61551	31.3878
-60.96227	0.705329	-62.66718	1.363839	-62.65356	2.303776	-62.64691	3.540349	-54.98976	4.660729	-62.58974	5.944358	-62.47718	8.590728	-62.30914	12.30609	15.12383	19.13702	-61.66144	20.59475	-61.59985	31.15411
-61.96953	0.700043	-63.66197	1.351126	-63.64575	2.28852	-63.64169	3.517438	-56.02761	4.602317	-63.57967	5.905146	-63.44624	8.524197	-63.30128	12.19894	14.19132	19.1986	-62.64727	20.25995	-62.50264	30.89965
-62.97042	0.687426	-64.65399	1.339581	-64.61511	2.272985	-64.64539	3.487497	-57.03853	4.590319	-64.58199	5.864218	-64.43548	8.471584	-64.29164	12.10006	13.20334	19.09745	-63.72755	19.91661	-63.4467	30.68501
-63.98307	0.681072	-65.66677	1.325781	-65.62578	2.25173	-65.635	3.459394	-58.03367	4.572843	-65.58826	5.81644	-65.43597	8.38364	-65.30095	11.99393	12.22593	18.90542	-64.77001	19.61913	-64.41653	30.48266
-64.97943	0.676781	-66.6693	1.312638	-66.62286	2.232856	-66.63354	3.43146	-59.02283	4.515544	-66.5778	5.769425	-66.44862	8.318451	-66.27711	11.87679	11.2462	18.78609	-65.69542	19.3744	-65.49464	30.25232
-65.97971	0.661836	-67.67461	1.298941	-67.63593	2.210485	-67.62459	3.405677	-60.03534	4.505793	-67.60278	5.716588	-67.45678	8.233425	-67.26628	11.7538	10.13307	18.76953	-66.73293	19.20414	-66.58037	30.03295
