Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Cilclado - 20 ciclos 1 - 3.15mM	Cilclado - 20 ciclos 1 - 3.15mM	Cilclado - 20 ciclos 2 - 3.15mM	Cilclado - 20 ciclos 2 - 3.15mM	Adsorbido 1 - 3.15mM	Adsorbido 1 - 3.15mM	Adsorbido 2 - 3.15mM	Adsorbido 2 - 3.15mM	Adsorbido 3 - 3.15mM	Adsorbido 3 - 3.15mM	Adsorbido 4 - 3.15mM	Adsorbido 4 - 3.15mM	Adsorbido 5 - 3.15mM	Adsorbido 5 - 3.15mM	Adsorbido 6 - 3.15mM	Adsorbido 6 - 3.15mM	Adsorbido 7 - 3.15mM	Adsorbido 7 - 3.15mM	Ru 3.15mM - Au Desnudo	Ru 3.15mM - Au Desnudo
-303.1554	1.350379	-303.1244	10.95123																
-302.1611	1.436402	-302.1208	11.11763																
-301.1492	1.514127	-301.1196	11.27489																
-300.1488	1.600734	-300.1346	11.43719																
-299.1566	1.691706	-299.1277	11.61532																
-298.1251	1.773142	-298.1203	11.7825																
-297.1259	1.857303	-297.1351	11.94167																
-296.1376	1.938674	-296.1233	12.09781																
-295.1434	2.015745	-295.1276	12.23957																
-294.1625	2.09935	-294.1571	12.39056																
-293.1564	2.186687	-293.1583	12.54344																
-292.1554	2.274841	-292.1655	12.69846																
-291.1686	2.364875	-291.1746	12.8609																
-290.1603	2.454848	-290.1634	13.01937																
-289.1494	2.545157	-289.1486	13.18293																
-288.1573	2.627755	-288.1343	13.33482																
-287.1593	2.707162	-287.1295	13.47795																
-286.1605	2.798331	-286.1135	13.63303																
-285.1606	2.881947	-285.113	13.77201																
-284.1594	2.970124	-284.1497	13.90926																
-283.136	3.058662	-283.1534	14.04433																
-282.158	3.132807	-282.186	14.15752																
-281.1871	3.21816	-281.2076	14.29006																
-280.1798	3.303709	-280.2072	14.43165																
-279.2208	3.390272	-279.2063	14.56782																
-278.2191	3.473694	-278.2013	14.70523																
-277.2189	3.549999	-277.2217	14.82427																
-276.2303	3.629262	-276.229	14.93492																
-275.2166	3.71021	-275.2571	15.04887																
-274.2138	3.797864	-274.2472	15.16744																
-273.2019	3.892376	-273.1983	15.29581																
-272.1999	3.980259	-272.1489	15.41846																
-271.1861	4.066675	-271.1386	15.53995																
-270.1514	4.155287	-270.1304	15.66308																
-269.1563	4.228753	-269.1387	15.76644																
-268.1398	4.303179	-268.1758	15.86497																
-267.1617	4.381366	-267.164	15.96889																
-266.1821	4.4553	-266.1764	16.05715																
-265.1823	4.531378	-265.2015	16.14754																
-264.1967	4.608876	-264.2012	16.24275																
-263.1695	4.683607	-263.2065	16.32075																
-262.1588	4.762524	-262.1899	16.40979																
-261.1342	4.852848	-261.152	16.52122																
-260.1171	4.941119	-260.1473	16.61221																
-259.1099	5.019085	-259.1434	16.70585																
-258.123	5.083595	-258.1417	16.777																
-257.1559	5.140295	-257.1662	16.82655																
-256.1641	5.195634	-256.1699	16.88056																
-255.1976	5.254972	-255.2018	16.92377																
-254.1933	5.326499	-254.2075	16.98298																
-253.1794	5.389363	-253.2122	17.02864																
-252.1879	5.457789	-252.2077	17.0746																
-251.1812	5.528409	-251.1742	17.13753																
-250.1964	5.587148	-250.1852	17.18316																
-249.1965	5.650246	-249.1838	17.23036																
-248.1951	5.708108	-248.1754	17.28767																
-247.1969	5.763878	-247.1748	17.33032																
-246.1791	5.821947	-246.1665	17.37136																
-245.1767	5.878302	-245.1719	17.40267																
-244.1741	5.9279	-244.2039	17.41971																
-243.1694	5.977081	-243.1988	17.43075																
-242.1759	6.029172	-242.2013	17.44677																
-241.1879	6.087117	-241.1963	17.48398																
-240.173	6.142439	-240.1686	17.51513																
-239.1616	6.187757	-239.1737	17.53506																
-238.1666	6.236786	-238.157	17.55929																
-237.1694	6.274165	-237.1559	17.56612																
-236.1765	6.318435	-236.1712	17.56884																
-235.1823	6.373939	-235.1738	17.58564																
-234.1878	6.411675	-234.1974	17.57494																
-233.1812	6.455117	-233.2115	17.55773																
-232.1921	6.497125	-232.1964	17.5429																
-231.1981	6.528601	-231.2145	17.51217																
-230.2021	6.563978	-230.219	17.4955																
-229.1914	6.595123	-229.2085	17.48164																
-228.1962	6.626951	-228.2204	17.46954																
-227.1937	6.65462	-227.2261	17.45729																
-226.1825	6.68324	-226.2077	17.43494																
-225.1982	6.714398	-225.237	17.41588																
-224.1907	6.735343	-224.2393	17.38988																
-223.1863	6.763386	-223.205	17.36655																
-222.1908	6.80494	-222.2	17.35946																
-221.1599	6.835304	-221.165	17.33505																
-220.1701	6.858895	-220.1825	17.30639																
-219.1835	6.879721	-219.1968	17.27528																
-218.1911	6.885319	-218.201	17.22524																
-217.2341	6.893966	-217.1986	17.17923																
-216.208	6.912226	-216.1794	17.14342																
-215.1903	6.92627	-215.1777	17.10066																
-214.1716	6.936822	-214.1765	17.06153																
-213.1412	6.951887	-213.1835	17.01923																
-212.1538	6.967659	-212.1903	16.96893																
-211.1436	6.983144	-211.1797	16.92073																
-210.1479	6.994886	-210.1839	16.87155																
-209.1476	7.00649	-209.1682	16.83163																
-208.1474	7.009942	-208.1301	16.77914																
-207.1464	7.004759	-207.1398	16.71499																
-206.1341	7.00524	-206.115	16.65046																
-205.1353	6.994587	-205.1229	16.56869																
-204.137	6.985881	-204.1552	16.49891																
-203.1451	6.987675	-203.1468	16.45131																
-202.1827	6.979734	-202.1856	16.38951																
-201.1851	6.97739	-201.1822	16.326																
-200.1877	6.972254	-200.1678	16.2577																
-199.2105	6.961663	-199.1737	16.17038																
-198.1923	6.957765	-198.1797	16.0897																
-197.2027	6.952661	-197.1843	16.01871																
-196.1937	6.944765	-196.1702	15.94916																
-195.1814	6.936952	-195.1712	15.87669																
-194.1927	6.921113	-194.1816	15.79942																
-193.1955	6.905028	-193.1684	15.72838																
-192.2121	6.890909	-192.1747	15.64844																
-191.2208	6.872588	-191.1697	15.56771																
-190.2166	6.860519	-190.1345	15.49476																
-189.2316	6.842406	-189.1445	15.40796																
-188.2457	6.823944	-188.1606	15.32477																
-187.2416	6.810108	-187.1727	15.24831																
-186.2575	6.787024	-186.1918	15.15729																
-185.2339	6.768281	-185.1956	15.07152																
-184.2086	6.749788	-184.1763	14.9942																
-183.2232	6.725841	-183.1707	14.91165																
-182.2097	6.702685	-182.1854	14.83425																
-181.2186	6.672904	-181.1969	14.74458																
-180.2281	6.64249	-180.2241	14.64664																
-179.2165	6.614392	-179.237	14.55154																
-178.2252	6.588274	-178.2554	14.45555																
-177.225	6.56975	-177.2609	14.37299																
-176.2329	6.543582	-176.268	14.28551																
-175.2378	6.512322	-175.262	14.19616																
-174.2345	6.488862	-174.2283	14.11684																
-173.2492	6.456596	-173.2484	14.03297																
-172.2487	6.429017	-172.2315	13.95224																
-171.2503	6.404365	-171.2249	13.87257																
-170.2511	6.3697	-170.2258	13.78547																
-169.2383	6.340511	-169.1895	13.69744																
-168.2248	6.308668	-168.1877	13.60833																
-167.2314	6.272196	-167.2016	13.51453																
-166.2178	6.237413	-166.1925	13.42057																
-165.2342	6.205356	-165.2028	13.3292																
-164.2388	6.171169	-164.198	13.24581																
-163.2318	6.141694	-163.1727	13.16439																
-162.2434	6.112153	-162.1814	13.08034																
-161.229	6.079959	-161.184	12.99263																
-160.23	6.05071	-160.1873	12.90701																
-159.2088	6.022217	-159.1982	12.81765																
-158.1848	5.993678	-158.187	12.73099																
-157.1767	5.954956	-157.1797	12.64588																
-156.1591	5.917394	-156.2116	12.54816																
-155.1652	5.879019	-155.2203	12.45871																
-154.1705	5.836551	-154.2376	12.36597																
-153.1831	5.803325	-153.248	12.27668																
-152.2005	5.771373	-152.2251	12.19198																
-151.2092	5.735284	-151.2278	12.10362																
-150.2106	5.703727	-150.2136	12.02129																
-149.1996	5.670394	-149.2099	11.93407																
-148.19	5.634287	-148.2208	11.84817																
-147.183	5.59895	-147.2029	11.76302																
-146.1887	5.563232	-146.2117	11.67781																
-145.1983	5.53189	-145.226	11.60232																
-144.2214	5.498605	-144.2133	11.5251																
-143.2256	5.466363	-143.2272	11.44774																
-142.2261	5.432947	-142.2483	11.36571																
-141.2279	5.395116	-141.2321	11.27816																
-140.2322	5.362667	-140.2267	11.19637																
-139.2463	5.332042	-139.2217	11.11809																
-138.2589	5.297816	-138.2157	11.03854																
-137.2515	5.26704	-137.2188	10.95999																
-136.2534	5.234994	-136.2348	10.88229																
-135.2402	5.203778	-135.2507	10.80461																
-134.2378	5.176534	-134.2304	10.73439																
-133.2348	5.146155	-133.2192	10.6654																
-132.2059	5.115942	-132.2222	10.59111																
-131.2094	5.08487	-131.2262	10.51705																
-130.1984	5.054053	-130.2381	10.4422																
-129.2106	5.023936	-129.2426	10.36696																
-128.2141	4.992135	-128.2277	10.29313																
-127.2169	4.9619	-127.2352	10.2203																
-126.2178	4.934216	-126.2411	10.14906																
-125.2261	4.90648	-125.2519	10.07897																
-124.2513	4.880327	-124.2714	10.01127																
-123.2434	4.852531	-123.2435	9.941984																
-122.2594	4.820813	-122.242	9.871343																
-121.2409	4.791974	-121.2325	9.804159																
-120.2079	4.766186	-120.2	9.740162																
-119.206	4.739988	-119.1971	9.676582																
-118.1907	4.712367	-118.1968	9.612176																
-117.2016	4.684651	-117.2161	9.546211																
-116.2222	4.655587	-116.2474	9.480906																
-115.2386	4.626127	-115.2594	9.418148																
-114.2533	4.602978	-114.2541	9.357933																
-113.2471	4.579005	-113.2327	9.298081																
-112.2528	4.552698	-112.2012	9.237326																
-111.2431	4.529001	-111.1905	9.181388																
-110.2253	4.502922	-110.174	9.124323																
-109.2166	4.477006	-109.158	9.06785																
-108.1862	4.45153	-108.1768	9.010588																
-107.181	4.429341	-107.1803	8.954548																
-106.1861	4.40596	-106.1815	8.90025																
-105.1797	4.383134	-105.1897	8.846567																
-104.1991	4.361081	-104.1914	8.793097																
-103.1969	4.335051	-103.1843	8.735386																
-102.1959	4.312725	-102.1991	8.680005																
-101.2062	4.291781	-101.1952	8.628589																
-100.193	4.271907	-100.1801	8.578162																
-99.18401	4.251409	-99.17915	8.527138																
-98.18477	4.228474	-98.18121	8.473137																
-97.20199	4.208302	-97.18642	8.420983																
-96.21173	4.188753	-96.20779	8.372898																
-95.22258	4.172498	-95.22705	8.327346																
-94.22489	4.155253	-94.2238	8.28581																
-93.20532	4.133313	-93.2257	8.23648																
-92.21393	4.113609	-92.21716	8.188576																
-91.21758	4.093136	-91.20526	8.140667																
-90.2364	4.073009	-90.20309	8.090674																
-89.23212	4.055158	-89.21308	8.045026																
-88.20348	4.035912	-88.20934	7.998616																
-87.20427	4.01616	-87.21996	7.953055																
-86.18142	3.998626	-86.2123	7.909179																
-85.18186	3.982046	-85.20642	7.867668																
-84.18888	3.965997	-84.2141	7.822891																
-83.19687	3.949048	-83.21084	7.783085																
-82.20729	3.932487	-82.21589	7.742775																
-81.2165	3.91542	-81.25024	7.705916																
-80.21889	3.894777	-80.2532	7.668438																
-79.20226	3.87567	-79.26278	7.625308																
-78.20029	3.856744	-78.26521	7.587146																
-77.2075	3.837846	-77.25654	7.544803																
-76.24226	3.822437	-76.26968	7.50787																
-75.2588	3.808614	-75.27737	7.472066																
-74.25801	3.792318	-74.30215	7.43217																
-73.25116	3.779484	-73.29005	7.395599																
-72.24249	3.767493	-72.28436	7.359127																
-71.22444	3.753554	-71.27943	7.325715																
-70.23029	3.741798	-70.26138	7.291139																
-69.23661	3.725533	-69.28217	7.257365																
-68.22495	3.709821	-68.29681	7.222826																
-67.23393	3.695778	-67.31089	7.188661																
-66.22002	3.680311	-66.32306	7.156587																
-65.21282	3.668282	-65.30683	7.123153																
-64.20586	3.654628	-64.29608	7.092097																
-63.2308	3.641322	-63.27988	7.057138																
-62.24085	3.632075	-62.26174	7.028383																
-61.22732	3.620509	-61.24672	6.997172																
-60.23405	3.609065	-60.24287	6.963638																
-59.21117	3.596837	-59.24376	6.932301																
-58.21384	3.583482	-58.23461	6.899028																
-57.23179	3.571686	-57.24312	6.87101																
-56.22142	3.560213	-56.23422	6.844643																
-55.20968	3.547505	-55.2236	6.815441																
-54.18561	3.533204	-54.22687	6.784865																
-53.1869	3.518386	-53.23067	6.755748																
-52.18832	3.507225	-52.24633	6.724336																
-51.17308	3.495967	-51.25122	6.697788																
-50.20634	3.485808	-50.25895	6.669837																
-49.19188	3.4762	-49.24921	6.640453																
-48.21937	3.46339	-48.23322	6.614301																
-47.25404	3.452749	-47.24955	6.588364																
-46.22862	3.442795	-46.24837	6.56611																
-45.22892	3.431041	-45.24716	6.540609																
-44.21146	3.418944	-44.25624	6.516868																
-43.21392	3.408474	-43.23928	6.495248																
-42.22948	3.396369	-42.24729	6.468547																
-41.24581	3.388156	-41.24054	6.444074																
-40.24469	3.380848	-40.22443	6.417003																
-39.24349	3.370734	-39.22636	6.390189																
-38.24406	3.363195	-38.21949	6.368078																
-37.24675	3.351985	-37.22918	6.345106																
-36.26724	3.340135	-36.24079	6.324309																
-35.26857	3.330586	-35.2343	6.299834																
-34.26899	3.319869	-34.23527	6.275784																
-33.26869	3.311896	-33.24226	6.256052																
-32.2425	3.303219	-32.24236	6.235073																
-31.23176	3.292584	-31.22586	6.21604																
-30.20668	3.284236	-30.21123	6.1946																
-29.19294	3.272445	-29.20357	6.169881																
-28.19491	3.266267	-28.17976	6.145261																
-27.20397	3.260966	-27.19003	6.123414																
-26.22573	3.25178	-26.20886	6.100236																
-25.22986	3.246764	-25.21181	6.080402																
-24.24018	3.237884	-24.24283	6.061995																
-23.23682	3.225856	-23.25928	6.042317																
-22.23676	3.220608	-22.25735	6.023347																
-21.23681	3.21137	-21.26582	6.001541																
-20.23785	3.203489	-20.24675	5.980173																
-19.23133	3.197196	-19.22419	5.960242																
-18.21482	3.188944	-18.21668	5.941621																
-17.2006	3.182729	-17.19661	5.924569																
-16.18551	3.170618	-16.18391	5.904865																
-15.1863	3.162004	-15.19365	5.884334																
-14.201	3.153187	-14.19916	5.867975																
-13.21222	3.143193	-13.20352	5.84887																
-12.22799	3.137565	-12.23184	5.833332																
-11.22096	3.129976	-11.22406	5.816474																
-10.21538	3.120208	-10.21132	5.79718																
-9.212868	3.114155	-9.226984	5.782484																
-8.181268	3.107772	-8.197975	5.76696																
-7.196028	3.100567	-7.188036	5.751649																
-6.192362	3.093759	-6.205009	5.736804																
-5.192494	3.086243	-5.166986	5.720672																
-4.210128	3.076344	-4.201872	5.700786																
-3.233325	3.068564	-3.230501	5.684929																
-2.277358	3.062488	-2.227133	5.667313																
-1.320153	3.054057	-1.276862	5.649326																
-0.372457	3.049343	-0.275707	5.635921																
0.62642	3.04707	0.703738	5.621668																
1.640123	3.041595	1.70212	5.606963																
2.656155	3.037412	2.676661	5.59173																
3.663915	3.032393	3.627427	5.575034																
4.658037	3.0264	4.65561	5.560364																
5.641147	3.020471	5.624026	5.546679																
6.634543	3.015079	6.628285	5.535405																
7.623118	3.009417	7.659655	5.522419																
8.620229	2.999346	8.635732	5.504243																
9.61686	2.993029	9.635154	5.488276																
10.61392	2.987192	10.65033	5.471104																
11.61478	2.981266	11.64181	5.455834																
12.61498	2.97617	12.61108	5.440933																
13.62588	2.968677	13.59896	5.426786																
14.60431	2.963937	14.58808	5.413359																
15.61924	2.958379	15.60507	5.402806																
16.62521	2.956232	16.6166	5.393758																
17.61887	2.951413	17.63436	5.380306																
18.63577	2.94209	18.64379	5.365947																
19.62961	2.935184	19.63689	5.350663																
20.62541	2.927658	20.63537	5.337734																
21.63472	2.919851	21.64167	5.323359																
22.63993	2.914427	22.62591	5.311967																
23.63122	2.907815	23.62434	5.300435																
24.61308	2.901732	24.63433	5.287111																
25.59325	2.899322	25.60613	5.278069																
26.57208	2.895438	26.61552	5.269059																
27.58617	2.89271	27.59736	5.25602																
28.60124	2.886421	28.59645	5.244453																
29.58911	2.880879	29.58554	5.235978																
30.59538	2.876486	30.58769	5.224723																
31.59394	2.870734	31.58932	5.214474																
32.59381	2.865688	32.56749	5.202409																
33.61737	2.861753	33.58164	5.189133																
34.60275	2.856291	34.57685	5.175039																
35.59875	2.850753	35.57368	5.162808																
36.58754	2.847879	36.59385	5.154842																
37.57032	2.84223	37.59934	5.140964																
38.57352	2.838925	38.59332	5.130583																
39.58227	2.839032	39.59039	5.124287																
40.58465	2.837037	40.60182	5.111025																
41.59632	2.835865	41.597	5.102339																
42.59343	2.828516	42.58757	5.091008																
43.58833	2.822111	43.58044	5.078156																
44.58022	2.816472	44.56588	5.068901																
45.58902	2.809434	45.58088	5.058294																
46.6056	2.807925	46.61879	5.049547																
47.60563	2.802484	47.63785	5.035169																
48.60897	2.799223	48.64719	5.023099																
49.61655	2.796116	49.63425	5.013476																
50.61892	2.791325	50.6054	5.001583																
51.61767	2.786973	51.59781	4.992435																
52.62178	2.781206	52.57144	4.984093																
53.59953	2.776173	53.57573	4.975529																
54.59155	2.773317	54.5703	4.969399																
55.58694	2.769637	55.56469	4.966073																
56.59464	2.764198	56.55267	4.956272																
57.58008	2.759571	57.53984	4.945691																
58.57202	2.754525	58.53906	4.936357																
59.58633	2.751557	59.55264	4.925346																
60.58529	2.747488	60.59152	4.917913																
61.59449	2.741748	61.60175	4.908018																
62.59137	2.738666	62.58947	4.898842																
63.55435	2.734794	63.54768	4.889096																
64.52913	2.734976	64.52145	4.879988																
65.5407	2.736917	65.52511	4.876277																
66.53638	2.732666	66.54862	4.866567																
67.53156	2.728098	67.5677	4.859743																
68.53712	2.724723	68.59072	4.855592																
69.5336	2.719169	69.58308	4.845538																
70.54362	2.717839	70.56832	4.83909																
71.56441	2.714562	71.58771	4.830157																
72.57393	2.710785	72.569	4.81762																
73.56229	2.708884	73.56268	4.809619																
74.57218	2.705846	74.56104	4.802754																
75.55225	2.703839	75.55426	4.7972																
76.54448	2.699085	76.53568	4.791173																
77.5475	2.694114	77.51086	4.781156																
78.53659	2.694322	78.51679	4.774444																
79.55482	2.691089	79.52455	4.767462																
80.547	2.687782	80.52638	4.759594																
81.53162	2.685605	81.5478	4.75428																
82.5214	2.677776	82.52023	4.745053																
83.51398	2.675126	83.5059	4.737416																
84.52236	2.673702	84.51643	4.731858																
85.53676	2.668691	85.51248	4.724968																
86.54031	2.667494	86.51456	4.717006																
87.53431	2.663453	87.51833	4.710589																
88.53288	2.661842	88.51623	4.702996																
89.53766	2.661907	89.51413	4.694892																
90.53539	2.656988	90.53088	4.692349																
91.55524	2.655971	91.5287	4.686134																
92.56464	2.652104	92.53417	4.679078																
93.55699	2.649472	93.53986	4.674539																
94.56085	2.64771	94.53134	4.667573																
95.56091	2.642125	95.52495	4.659257																
96.54495	2.641142	96.52345	4.654848																
97.55808	2.64158	97.53613	4.652525																
98.27493	2.595198	98.25667	4.598776																
98.46321	2.541615	98.45314	4.535837																
98.16322	2.477156	98.14507	4.45917																
97.33303	2.405254	97.3284	4.374061																
96.29813	2.378704	96.30541	4.3342																
95.2736	2.357251	95.29385	4.299936																
94.26598	2.337957	94.29399	4.271824																
93.26808	2.32258	93.29401	4.242047																
92.28489	2.304334	92.27792	4.21511																
91.29851	2.287743	91.30303	4.190245																
90.31393	2.273759	90.28603	4.168036																
89.32677	2.260118	89.28695	4.14807																
88.32526	2.246951	88.30112	4.124634																
87.32761	2.236164	87.27811	4.100256																
86.30937	2.225983	86.28893	4.078374																
85.28717	2.214146	85.27792	4.059412																
84.27245	2.203799	84.28132	4.039307																
83.26485	2.192271	83.28499	4.021968																
82.27841	2.180489	82.28281	4.003319																
81.27956	2.167349	81.27411	3.983042																
80.28304	2.156612	80.27815	3.969004																
79.28616	2.150055	79.27947	3.952892																
78.26819	2.138919	78.28654	3.935563																
77.28054	2.132297	77.30736	3.921365																
76.2799	2.126908	76.29407	3.907226																
75.29047	2.114777	75.30853	3.893895																
74.31472	2.10863	74.32076	3.880574																
73.30896	2.099129	73.31479	3.865179																
72.30473	2.088643	72.33954	3.849527																
71.29601	2.082087	71.34449	3.835454																
70.27912	2.071536	70.33886	3.822436																
69.29268	2.064039	69.33425	3.809712																
68.28949	2.056676	68.32154	3.793391																
67.29791	2.049574	67.30157	3.778789																
66.30173	2.046409	66.28185	3.765678																
65.29611	2.039049	65.27982	3.753065																
64.30521	2.031736	64.27208	3.74092																
63.30693	2.023288	63.2796	3.727787																
62.32613	2.01449	62.30851	3.715459																
61.31892	2.009116	61.31979	3.701239																
60.34383	2.003235	60.31091	3.690125																
59.34586	1.996493	59.29897	3.677316																
58.3252	1.989067	58.27711	3.662882																
57.33316	1.98389	57.26379	3.651947																
56.32008	1.979068	56.29707	3.644203																
55.31398	1.974201	55.32162	3.634472																
54.33539	1.967764	54.32134	3.622983																
53.34518	1.960307	53.31753	3.612685																
52.35286	1.952016	52.30827	3.598246																
51.38118	1.945335	51.32003	3.58681																
50.39202	1.942523	50.34748	3.577472																
49.39059	1.934072	49.38273	3.563055																
48.38986	1.928943	48.3803	3.550078																
47.37305	1.924423	47.36283	3.5403																
46.35847	1.914966	46.34541	3.527093																
45.34553	1.910083	45.32212	3.518507																
44.3661	1.902245	44.3261	3.509026																
43.35198	1.894011	43.32766	3.49701																
42.35474	1.88922	42.329	3.48827																
41.36897	1.884454	41.32936	3.480879																
40.33836	1.881988	40.31334	3.471104																
39.34558	1.875889	39.29032	3.459326																
38.33706	1.870429	38.29476	3.449216																
37.34799	1.869064	37.3118	3.442333																
36.37335	1.860995	36.33052	3.431701																
35.35765	1.857508	35.35509	3.425747																
34.35025	1.851283	34.35069	3.416174																
33.3311	1.840604	33.32197	3.40265																
32.31049	1.836468	32.29966	3.394228																
31.34695	1.830645	31.29844	3.38459																
30.38471	1.827951	30.30235	3.373375																
29.40657	1.822051	29.3184	3.361884																
28.39455	1.81696	28.32516	3.35171																
27.38431	1.813588	27.32118	3.339481																
26.3728	1.807823	26.3138	3.333419																
25.37206	1.80348	25.31885	3.323966																
24.3887	1.79753	24.34886	3.315305																
23.38327	1.789296	23.35747	3.306623																
22.37528	1.783774	22.3643	3.297637																
21.35167	1.782546	21.38413	3.290116																
20.35108	1.778248	20.36792	3.279667																
19.3309	1.773826	19.36488	3.272337																
18.33712	1.769886	18.36694	3.264651																
17.36575	1.762892	17.36133	3.257672																
16.36916	1.757676	16.35755	3.253382																
15.40781	1.752782	15.34789	3.242028																
14.40624	1.744641	14.36825	3.230989																
13.39016	1.739252	13.35611	3.221119																
12.39529	1.735089	12.36509	3.209769																
11.3823	1.730845	11.37411	3.201576																
10.37469	1.72592	10.35268	3.192818																
9.381025	1.720191	9.36417	3.183753																
8.370113	1.716907	8.355138	3.176285																
7.38446	1.71288	7.361957	3.169525																
6.398561	1.710366	6.375281	3.161503																
5.407393	1.706457	5.36166	3.152459																
4.42501	1.698633	4.372804	3.141221																
3.432159	1.694626	3.378566	3.133081																
2.425588	1.692606	2.367323	3.125437																
1.42922	1.690456	1.371714	3.117417																
0.431878	1.687289	0.385468	3.111196																
-0.57854	1.682331	-0.597642	3.104273																
-1.543736	1.68	-1.558926	3.100676																
-2.504491	1.673692	-2.497705	3.094358																
-3.465725	1.668966	-3.460969	3.086991																
-4.432307	1.662664	-4.444443	3.075094																
-5.429914	1.652767	-5.429022	3.061977																
-6.448323	1.647648	-6.444409	3.052932																
-7.447679	1.644222	-7.440134	3.044643																
-8.436518	1.640668	-8.448125	3.035378																
-9.441257	1.63625	-9.470793	3.025931																
-10.43818	1.632613	-10.46878	3.019323																
-11.45129	1.628122	-11.46556	3.009459																
-12.48813	1.625177	-12.46951	3.005011																
-13.48296	1.621687	-13.44182	2.99867																
-14.49325	1.615442	-14.45555	2.986933																
-15.48503	1.609142	-15.47142	2.979305																
-16.48299	1.60508	-16.45942	2.972255																
-17.48453	1.600617	-17.47687	2.963739																
-18.47847	1.599369	-18.48332	2.956246																
-19.49663	1.594617	-19.4944	2.948957																
-20.48303	1.587956	-20.51757	2.941449																
-21.49789	1.583964	-21.51139	2.933512																
-22.49795	1.576767	-22.49653	2.925852																
-23.49457	1.572873	-23.47966	2.917125																
-24.49713	1.567216	-24.4633	2.905271																
-25.4854	1.561681	-25.47578	2.899511																
-26.47007	1.559386	-26.47231	2.895005																
-27.45565	1.553766	-27.48877	2.884739																
-28.45602	1.550056	-28.49227	2.878696																
-29.4379	1.545465	-29.48772	2.867095																
-30.45227	1.53831	-30.49746	2.85715																
-31.45536	1.536556	-31.49378	2.851501																
-32.4438	1.532487	-32.48004	2.843478																
-33.44811	1.527635	-33.47733	2.835648																
-34.46011	1.523093	-34.49438	2.826059																
-35.47778	1.518339	-35.49505	2.815574																
-36.49163	1.515702	-36.50685	2.805766																
-37.50568	1.512604	-37.51394	2.796574																
-38.49338	1.509639	-38.4844	2.787916																
-39.45423	1.503242	-39.49237	2.780995																
-40.45181	1.495379	-40.5072	2.772588																
-41.45324	1.489796	-41.50614	2.763178																
-42.44991	1.483557	-42.50949	2.753787																
-43.50317	1.477663	-43.51157	2.74326																
-44.5016	1.473147	-44.50398	2.73477																
-45.48998	1.468701	-45.491	2.729145																
-46.49384	1.463637	-46.52256	2.717599																
-47.48417	1.459122	-47.51564	2.713607																
-48.47855	1.454919	-48.50887	2.701166																
-49.48012	1.448241	-49.52203	2.688333																
-50.46812	1.444345	-50.50231	2.682344																
-51.44675	1.439433	-51.49812	2.670723																
-52.43498	1.434631	-52.48377	2.666748																
-53.4421	1.427757	-53.46226	2.656864																
-54.45663	1.421428	-54.45639	2.645709																
-55.48638	1.418284	-55.43931	2.636455																
-56.50091	1.411927	-56.46483	2.623133																
-57.51394	1.409988	-57.49926	2.612247																
-58.50126	1.40616	-58.49739	2.602107																
-59.48078	1.399488	-59.49838	2.587834																
-60.49642	1.394656	-60.49483	2.577167																
-61.50193	1.387201	-61.49932	2.567221																
-62.50766	1.378559	-62.50679	2.554371																
-63.49921	1.374421	-63.52369	2.54323																
-64.48394	1.368452	-64.52522	2.532613																
-65.45288	1.363402	-65.50136	2.521874																
-66.45901	1.357087	-66.49542	2.510993																
-67.48257	1.346357	-67.49226	2.498888																
-68.49535	1.34144	-68.4768	2.48462																
-69.51177	1.334705	-69.49001	2.471315																
-70.5043	1.332283	-70.49487	2.459597																
-71.49068	1.32978	-71.50896	2.448464																
-72.48987	1.321362	-72.52077	2.435225																
-73.49929	1.315489	-73.52143	2.420722																
-74.49826	1.309335	-74.50879	2.410744																
-75.49477	1.300463	-75.51505	2.395496																
-76.4947	1.293801	-76.50018	2.382866																
-77.48212	1.286099	-77.48694	2.368981																
-78.47736	1.275805	-78.49326	2.347719																
-79.49075	1.269648	-79.4843	2.332546																
-80.4881	1.260122	-80.48578	2.314187																
-81.4854	1.253827	-81.47717	2.297665																
-82.49338	1.245442	-82.48314	2.282052																
-83.47766	1.236468	-83.49394	2.262684																
-84.47254	1.230296	-84.5049	2.246348																
-85.47284	1.2206	-85.50603	2.230318																
-86.4778	1.21203	-86.4985	2.213207																
-87.47491	1.2022	-87.48087	2.194384																
-88.44653	1.192543	-88.47066	2.176405																
-89.43771	1.183527	-89.46507	2.157249																
-90.41991	1.176028	-90.45929	2.139466																
-91.40901	1.165992	-91.46747	2.121237																
-92.42862	1.152964	-92.46926	2.097482																
-93.44156	1.141288	-93.49355	2.074577																
-94.44849	1.128004	-94.49362	2.050509																
-95.47294	1.116732	-95.47416	2.028092																
-96.46188	1.108035	-96.47415	2.007184																
-97.46339	1.0946	-97.4719	1.980425																
-98.45865	1.084128	-98.46182	1.954214																
-99.44304	1.073414	-99.48285	1.929562																
-100.464	1.06133	-100.4734	1.904174																
